Match.Number,Date,Player,Runs,Mins,BF,X4s,X6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Overs,Balls,Mdns,Runs.Conc,Wkts,Econ,Pos.B,Inns.B,Dis,Ct,St,Ct.Wk,Ct.Fi,Score,Wickets.Lost,Team.Overs,RPO,Target,Result,Op.Score,Op.Wickets.Lost,Op.Overs,Op.RPO,Op.Target,Op.Inns,Average.wicket,Avg.NB.bat,Top3.NB,Top3.runs,Bat.Catches,Bat.fail,bat.BF20,Bat.120,Top3.BF,Dism.caught,Mid.fail,clean.bowled,bowl.maxw,bowl.low_econ4,bowl.comp4,bowl.nowkt,bowl.str.exp,bowl.34.wkt,bowl.high_econ
1,01/12/06,IK Pathan,NA,NA,NA,NA,NA,NA,NA,NA,2,v South Africa,Johannesburg,4,24,0,30,0,7.5,4,1,0,0,0,0,0,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,31.75,7,8.6666666667,82,5,2,3,0,86,1,2,2,2,1,3,1,33,2,0
1,01/12/06,KD Karthik,31,44,28,3,1,110.71,5,not out,2,v South Africa,Johannesburg,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,31.75,7,8.6666666667,82,5,2,3,0,86,1,2,2,2,1,3,1,33,2,0
1,01/12/06,AB Agarkar,NA,NA,NA,NA,NA,NA,NA,NA,2,v South Africa,Johannesburg,2.3,15,1,10,2,4,3,1,0,0,0,0,0,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,31.75,7,8.6666666667,82,5,2,3,0,86,1,2,2,2,1,3,1,33,2,0
1,01/12/06,MS Dhoni,0,8,2,0,0,0,4,bowled,2,v South Africa,Johannesburg,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,31.75,7,8.6666666667,82,5,2,3,0,86,1,2,2,2,1,3,1,33,2,0
1,01/12/06,S Sreesanth,NA,NA,NA,NA,NA,NA,NA,NA,2,v South Africa,Johannesburg,4,24,0,33,1,8.25,2,1,0,0,0,0,0,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,31.75,7,8.6666666667,82,5,2,3,0,86,1,2,2,2,1,3,1,33,2,0
1,01/12/06,Z Khan,NA,NA,NA,NA,NA,NA,NA,NA,2,v South Africa,Johannesburg,4,24,0,15,2,3.75,1,1,0,0,0,0,0,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,31.75,7,8.6666666667,82,5,2,3,0,86,1,2,2,2,1,3,1,33,2,0
1,01/12/06,SK Raina,3,15,4,0,0,75,6,not out,2,v South Africa,Johannesburg,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,0,2,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,31.75,7,8.6666666667,82,5,2,3,0,86,1,2,2,2,1,3,1,33,2,0
1,01/12/06,SR Tendulkar,10,18,12,2,0,83.33,2,bowled,2,v South Africa,Johannesburg,2.3,15,0,12,1,4.8,5,1,1,1,0,0,1,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,31.75,7,8.6666666667,82,5,2,3,0,86,1,2,2,2,1,3,1,33,2,0
1,01/12/06,D Mongia,38,63,45,4,1,84.44,3,caught,2,v South Africa,Johannesburg,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,31.75,7,8.6666666667,82,5,2,3,0,86,1,2,2,2,1,3,1,33,2,0
1,01/12/06,Harbhajan Singh,NA,NA,NA,NA,NA,NA,NA,NA,2,v South Africa,Johannesburg,3,18,0,22,1,7.33,6,1,0,0,0,0,0,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,31.75,7,8.6666666667,82,5,2,3,0,86,1,2,2,2,1,3,1,33,2,0
1,01/12/06,V Sehwag,34,45,29,5,1,117.24,1,run out,2,v South Africa,Johannesburg,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,31.75,7,8.6666666667,82,5,2,3,0,86,1,2,2,2,1,3,1,33,2,0
2,14/09/07,Harbhajan Singh,1,4,4,0,0,25,8,bowled,1,v Pakistan,Durban,4,24,0,32,1,8,5,2,1,1,0,0,1,141,9,20,7.05,NA,NA,141,7,20,7.05,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,14/09/07,IK Pathan,20,11,15,0,2,133.33,7,bowled,1,v Pakistan,Durban,4,24,1,20,2,5,4,2,0,0,0,0,0,141,9,20,7.05,NA,NA,141,7,20,7.05,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,14/09/07,KD Karthik,11,12,9,2,0,122.22,5,bowled,1,v Pakistan,Durban,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,141,9,20,7.05,NA,NA,141,7,20,7.05,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,14/09/07,MS Dhoni,33,46,31,3,1,106.45,6,caught,1,v Pakistan,Durban,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,0,141,9,20,7.05,NA,NA,141,7,20,7.05,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,14/09/07,RP Singh,NA,NA,NA,NA,NA,NA,NA,NA,1,v Pakistan,Durban,4,24,0,23,1,5.75,1,2,0,0,0,0,0,141,9,20,7.05,NA,NA,141,7,20,7.05,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,14/09/07,RV Uthappa,50,52,39,4,2,128.2,3,caught,1,v Pakistan,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,141,9,20,7.05,NA,NA,141,7,20,7.05,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,14/09/07,S Sreesanth,1,2,3,0,0,33.33,10,not out,1,v Pakistan,Durban,4,24,0,29,0,7.25,2,2,0,0,0,0,0,141,9,20,7.05,NA,NA,141,7,20,7.05,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,14/09/07,V Sehwag,5,10,3,1,0,166.66,2,bowled,1,v Pakistan,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,141,9,20,7.05,NA,NA,141,7,20,7.05,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,14/09/07,Yuvraj Singh,1,8,4,0,0,25,4,caught,1,v Pakistan,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,141,9,20,7.05,NA,NA,141,7,20,7.05,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,14/09/07,AB Agarkar,14,9,9,2,0,155.55,9,run out,1,v Pakistan,Durban,4,24,0,35,1,8.75,3,2,0,0,0,0,0,141,9,20,7.05,NA,NA,141,7,20,7.05,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,14/09/07,G Gambhir,0,2,3,0,0,0,1,caught,1,v Pakistan,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,141,9,20,7.05,NA,NA,141,7,20,7.05,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,16/09/07,G Gambhir,51,45,33,5,2,154.54,1,caught,2,v New Zealand,Johannesburg,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,180,9,20,9,191,0,190,10,20,9.5,NA,1,20,7.4285714286,7.6666666667,91,2,2,2,3,52,6,1,1,2,1,3,2,37,0,3
3,16/09/07,Harbhajan Singh,7,7,6,1,0,116.66,9,caught,2,v New Zealand,Johannesburg,4,24,0,24,2,6,5,1,0,0,0,0,0,180,9,20,9,191,0,190,10,20,9.5,NA,1,20,7.4285714286,7.6666666667,91,2,2,2,3,52,6,1,1,2,1,3,2,37,0,3
3,16/09/07,RV Uthappa,0,3,2,0,0,0,3,caught,2,v New Zealand,Johannesburg,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,180,9,20,9,191,0,190,10,20,9.5,NA,1,20,7.4285714286,7.6666666667,91,2,2,2,3,52,6,1,1,2,1,3,2,37,0,3
3,16/09/07,AB Agarkar,1,4,2,0,0,50,8,run out,2,v New Zealand,Johannesburg,4,24,0,40,0,10,3,1,0,0,0,0,0,180,9,20,9,191,0,190,10,20,9.5,NA,1,20,7.4285714286,7.6666666667,91,2,2,2,3,52,6,1,1,2,1,3,2,37,0,3
3,16/09/07,Yuvraj Singh,5,8,7,0,0,71.42,5,caught,2,v New Zealand,Johannesburg,3,18,0,38,1,12.66,6,1,0,0,0,0,0,180,9,20,9,191,0,190,10,20,9.5,NA,1,20,7.4285714286,7.6666666667,91,2,2,2,3,52,6,1,1,2,1,3,2,37,0,3
3,16/09/07,S Sreesanth,19,11,10,4,0,190,10,not out,2,v New Zealand,Johannesburg,3,18,0,37,1,12.33,1,1,0,0,0,0,0,180,9,20,9,191,0,190,10,20,9.5,NA,1,20,7.4285714286,7.6666666667,91,2,2,2,3,52,6,1,1,2,1,3,2,37,0,3
3,16/09/07,IK Pathan,11,9,10,2,0,110,7,bowled,2,v New Zealand,Johannesburg,2,12,0,16,0,8,4,1,0,0,0,0,0,180,9,20,9,191,0,190,10,20,9.5,NA,1,20,7.4285714286,7.6666666667,91,2,2,2,3,52,6,1,1,2,1,3,2,37,0,3
3,16/09/07,RP Singh,1,5,1,0,0,100,11,not out,2,v New Zealand,Johannesburg,4,24,0,29,2,7.25,2,1,1,1,0,0,1,180,9,20,9,191,0,190,10,20,9.5,NA,1,20,7.4285714286,7.6666666667,91,2,2,2,3,52,6,1,1,2,1,3,2,37,0,3
3,16/09/07,V Sehwag,40,24,17,6,2,235.29,2,caught,2,v New Zealand,Johannesburg,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,180,9,20,9,191,0,190,10,20,9.5,NA,1,20,7.4285714286,7.6666666667,91,2,2,2,3,52,6,1,1,2,1,3,2,37,0,3
3,16/09/07,KD Karthik,17,18,12,3,0,141.66,6,caught,2,v New Zealand,Johannesburg,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,180,9,20,9,191,0,190,10,20,9.5,NA,1,20,7.4285714286,7.6666666667,91,2,2,2,3,52,6,1,1,2,1,3,2,37,0,3
3,16/09/07,MS Dhoni,24,31,20,2,0,120,4,run out,2,v New Zealand,Johannesburg,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,180,9,20,9,191,0,190,10,20,9.5,NA,1,20,7.4285714286,7.6666666667,91,2,2,2,3,52,6,1,1,2,1,3,2,37,0,3
4,19/09/07,V Sehwag,68,59,52,4,3,130.76,2,bowled,1,v England,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,218,4,20,10.9,NA,1,200,6,20,10,219,2,54.5,12.3333333333,20,132,1,2,2,5,97,2,1,2,3,0,5,2,38,3,1
4,19/09/07,Yuvraj Singh,58,14,16,3,7,362.5,5,caught,1,v England,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,218,4,20,10.9,NA,1,200,6,20,10,219,2,54.5,12.3333333333,20,132,1,2,2,5,97,2,1,2,3,0,5,2,38,3,1
4,19/09/07,G Gambhir,58,62,41,7,1,141.46,1,caught,1,v England,Durban,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,218,4,20,10.9,NA,1,200,6,20,10,219,2,54.5,12.3333333333,20,132,1,2,2,5,97,2,1,2,3,0,5,2,38,3,1
4,19/09/07,Harbhajan Singh,NA,NA,NA,NA,NA,NA,NA,NA,1,v England,Durban,4,24,0,35,1,8.75,5,2,2,2,0,0,2,218,4,20,10.9,NA,1,200,6,20,10,219,2,54.5,12.3333333333,20,132,1,2,2,5,97,2,1,2,3,0,5,2,38,3,1
4,19/09/07,IK Pathan,0,1,0,0,0,NA,6,not out,1,v England,Durban,4,24,0,37,3,9.25,4,2,0,0,0,0,0,218,4,20,10.9,NA,1,200,6,20,10,219,2,54.5,12.3333333333,20,132,1,2,2,5,97,2,1,2,3,0,5,2,38,3,1
4,19/09/07,Joginder Sharma,NA,NA,NA,NA,NA,NA,NA,NA,1,v England,Durban,4,24,0,57,0,14.25,3,2,1,1,0,0,1,218,4,20,10.9,NA,1,200,6,20,10,219,2,54.5,12.3333333333,20,132,1,2,2,5,97,2,1,2,3,0,5,2,38,3,1
4,19/09/07,RV Uthappa,6,8,4,1,0,150,3,bowled,1,v England,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,218,4,20,10.9,NA,1,200,6,20,10,219,2,54.5,12.3333333333,20,132,1,2,2,5,97,2,1,2,3,0,5,2,38,3,1
4,19/09/07,MS Dhoni,10,22,8,0,0,125,4,not out,1,v England,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,218,4,20,10.9,NA,1,200,6,20,10,219,2,54.5,12.3333333333,20,132,1,2,2,5,97,2,1,2,3,0,5,2,38,3,1
4,19/09/07,RG Sharma,NA,NA,NA,NA,NA,NA,NA,NA,1,v England,Durban,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,218,4,20,10.9,NA,1,200,6,20,10,219,2,54.5,12.3333333333,20,132,1,2,2,5,97,2,1,2,3,0,5,2,38,3,1
4,19/09/07,S Sreesanth,NA,NA,NA,NA,NA,NA,NA,NA,1,v England,Durban,4,24,0,38,0,9.5,1,2,0,0,0,0,0,218,4,20,10.9,NA,1,200,6,20,10,219,2,54.5,12.3333333333,20,132,1,2,2,5,97,2,1,2,3,0,5,2,38,3,1
4,19/09/07,RP Singh,NA,NA,NA,NA,NA,NA,NA,NA,1,v England,Durban,4,24,0,28,2,7,2,2,0,0,0,0,0,218,4,20,10.9,NA,1,200,6,20,10,219,2,54.5,12.3333333333,20,132,1,2,2,5,97,2,1,2,3,0,5,2,38,3,1
5,20/09/07,KD Karthik,0,1,1,0,0,0,3,caught,1,v South Africa,Durban,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,0,1,153,5,20,7.65,NA,1,116,9,20,5.8,154,2,30.6,7.4285714286,4.6666666667,30,1,2,2,2,31,4,1,0,4,4,5,2,23,0,0
5,20/09/07,G Gambhir,19,19,19,3,0,100,1,caught,1,v South Africa,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,153,5,20,7.65,NA,1,116,9,20,5.8,154,2,30.6,7.4285714286,4.6666666667,30,1,2,2,2,31,4,1,0,4,4,5,2,23,0,0
5,20/09/07,Harbhajan Singh,NA,NA,NA,NA,NA,NA,NA,NA,1,v South Africa,Durban,4,24,0,31,2,7.75,5,2,0,0,0,0,0,153,5,20,7.65,NA,1,116,9,20,5.8,154,2,30.6,7.4285714286,4.6666666667,30,1,2,2,2,31,4,1,0,4,4,5,2,23,0,0
5,20/09/07,RV Uthappa,15,22,16,1,1,93.75,4,caught,1,v South Africa,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,153,5,20,7.65,NA,1,116,9,20,5.8,154,2,30.6,7.4285714286,4.6666666667,30,1,2,2,2,31,4,1,0,4,4,5,2,23,0,0
5,20/09/07,MS Dhoni,45,39,33,4,1,136.36,6,run out,1,v South Africa,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,153,5,20,7.65,NA,1,116,9,20,5.8,154,2,30.6,7.4285714286,4.6666666667,30,1,2,2,2,31,4,1,0,4,4,5,2,23,0,0
5,20/09/07,RG Sharma,50,52,40,7,2,125,5,not out,1,v South Africa,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,153,5,20,7.65,NA,1,116,9,20,5.8,154,2,30.6,7.4285714286,4.6666666667,30,1,2,2,2,31,4,1,0,4,4,5,2,23,0,0
5,20/09/07,RP Singh,NA,NA,NA,NA,NA,NA,NA,NA,1,v South Africa,Durban,4,24,0,13,4,3.25,2,2,0,0,0,0,0,153,5,20,7.65,NA,1,116,9,20,5.8,154,2,30.6,7.4285714286,4.6666666667,30,1,2,2,2,31,4,1,0,4,4,5,2,23,0,0
5,20/09/07,IK Pathan,0,1,1,0,0,0,7,not out,1,v South Africa,Durban,4,24,0,16,0,4,4,2,0,0,0,0,0,153,5,20,7.65,NA,1,116,9,20,5.8,154,2,30.6,7.4285714286,4.6666666667,30,1,2,2,2,31,4,1,0,4,4,5,2,23,0,0
5,20/09/07,Joginder Sharma,NA,NA,NA,NA,NA,NA,NA,NA,1,v South Africa,Durban,4,24,0,24,0,6,3,2,0,0,0,0,0,153,5,20,7.65,NA,1,116,9,20,5.8,154,2,30.6,7.4285714286,4.6666666667,30,1,2,2,2,31,4,1,0,4,4,5,2,23,0,0
5,20/09/07,S Sreesanth,NA,NA,NA,NA,NA,NA,NA,NA,1,v South Africa,Durban,4,24,0,23,2,5.75,1,2,0,0,0,0,0,153,5,20,7.65,NA,1,116,9,20,5.8,154,2,30.6,7.4285714286,4.6666666667,30,1,2,2,2,31,4,1,0,4,4,5,2,23,0,0
5,20/09/07,V Sehwag,11,23,11,1,0,100,2,caught,1,v South Africa,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,153,5,20,7.65,NA,1,116,9,20,5.8,154,2,30.6,7.4285714286,4.6666666667,30,1,2,2,2,31,4,1,0,4,4,5,2,23,0,0
6,22/09/07,IK Pathan,0,1,1,0,0,0,7,not out,1,v Australia,Durban,4,24,0,44,2,11,3,2,0,0,0,0,0,188,5,20,9.4,NA,1,173,7,20,8.65,189,2,37.6,8.7142857143,8.3333333333,67,1,3,3,4,66,3,2,0,2,2,4,2,33,4,3
6,22/09/07,Yuvraj Singh,70,38,30,5,5,233.33,4,caught,1,v Australia,Durban,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,188,5,20,9.4,NA,1,173,7,20,8.65,189,2,37.6,8.7142857143,8.3333333333,67,1,3,3,4,66,3,2,0,2,2,4,2,33,4,3
6,22/09/07,Joginder Sharma,NA,NA,NA,NA,NA,NA,NA,NA,1,v Australia,Durban,3,18,0,37,2,12.33,4,2,1,1,0,0,1,188,5,20,9.4,NA,1,173,7,20,8.65,189,2,37.6,8.7142857143,8.3333333333,67,1,3,3,4,66,3,2,0,2,2,4,2,33,4,3
6,22/09/07,MS Dhoni,36,21,18,4,1,200,5,run out,1,v Australia,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,188,5,20,9.4,NA,1,173,7,20,8.65,189,2,37.6,8.7142857143,8.3333333333,67,1,3,3,4,66,3,2,0,2,2,4,2,33,4,3
6,22/09/07,V Sehwag,9,25,13,1,0,69.23,2,caught,1,v Australia,Durban,1,6,0,20,0,20,6,2,0,0,0,0,0,188,5,20,9.4,NA,1,173,7,20,8.65,189,2,37.6,8.7142857143,8.3333333333,67,1,3,3,4,66,3,2,0,2,2,4,2,33,4,3
6,22/09/07,Harbhajan Singh,NA,NA,NA,NA,NA,NA,NA,NA,1,v Australia,Durban,4,24,0,24,1,6,5,2,0,0,0,0,0,188,5,20,9.4,NA,1,173,7,20,8.65,189,2,37.6,8.7142857143,8.3333333333,67,1,3,3,4,66,3,2,0,2,2,4,2,33,4,3
6,22/09/07,RV Uthappa,34,38,28,1,3,121.42,3,run out,1,v Australia,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,188,5,20,9.4,NA,1,173,7,20,8.65,189,2,37.6,8.7142857143,8.3333333333,67,1,3,3,4,66,3,2,0,2,2,4,2,33,4,3
6,22/09/07,S Sreesanth,NA,NA,NA,NA,NA,NA,NA,NA,1,v Australia,Durban,4,24,1,12,2,3,2,2,0,0,0,0,0,188,5,20,9.4,NA,1,173,7,20,8.65,189,2,37.6,8.7142857143,8.3333333333,67,1,3,3,4,66,3,2,0,2,2,4,2,33,4,3
6,22/09/07,G Gambhir,24,37,25,4,0,96,1,caught,1,v Australia,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,188,5,20,9.4,NA,1,173,7,20,8.65,189,2,37.6,8.7142857143,8.3333333333,67,1,3,3,4,66,3,2,0,2,2,4,2,33,4,3
6,22/09/07,RG Sharma,8,11,5,0,1,160,6,not out,1,v Australia,Durban,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,188,5,20,9.4,NA,1,173,7,20,8.65,189,2,37.6,8.7142857143,8.3333333333,67,1,3,3,4,66,3,2,0,2,2,4,2,33,4,3
6,22/09/07,RP Singh,NA,NA,NA,NA,NA,NA,NA,NA,1,v Australia,Durban,4,24,0,33,0,8.25,1,2,0,0,0,0,0,188,5,20,9.4,NA,1,173,7,20,8.65,189,2,37.6,8.7142857143,8.3333333333,67,1,3,3,4,66,3,2,0,2,2,4,2,33,4,3
7,24/09/07,RG Sharma,30,22,16,2,1,187.5,6,not out,1,v Pakistan,Johannesburg,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,2,31.4,10.7142857143,13.3333333333,98,3,3,1,3,73,4,2,1,3,1,3,2,44,2,2
7,24/09/07,Joginder Sharma,NA,NA,NA,NA,NA,NA,NA,NA,1,v Pakistan,Johannesburg,3.3,21,0,20,2,5.71,3,2,0,0,0,0,0,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,2,31.4,10.7142857143,13.3333333333,98,3,3,1,3,73,4,2,1,3,1,3,2,44,2,2
7,24/09/07,IK Pathan,3,9,3,0,0,100,7,not out,1,v Pakistan,Johannesburg,4,24,0,16,3,4,5,2,0,0,0,0,0,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,2,31.4,10.7142857143,13.3333333333,98,3,3,1,3,73,4,2,1,3,1,3,2,44,2,2
7,24/09/07,S Sreesanth,NA,NA,NA,NA,NA,NA,NA,NA,1,v Pakistan,Johannesburg,4,24,1,44,1,11,2,2,2,2,0,0,2,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,2,31.4,10.7142857143,13.3333333333,98,3,3,1,3,73,4,2,1,3,1,3,2,44,2,2
7,24/09/07,YK Pathan,15,12,8,1,1,187.5,2,caught,1,v Pakistan,Johannesburg,1,6,0,5,0,5,4,2,1,1,0,0,1,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,2,31.4,10.7142857143,13.3333333333,98,3,3,1,3,73,4,2,1,3,1,3,2,44,2,2
7,24/09/07,RP Singh,NA,NA,NA,NA,NA,NA,NA,NA,1,v Pakistan,Johannesburg,4,24,0,26,3,6.5,1,2,0,0,0,0,0,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,2,31.4,10.7142857143,13.3333333333,98,3,3,1,3,73,4,2,1,3,1,3,2,44,2,2
7,24/09/07,RV Uthappa,8,13,11,1,0,72.72,3,caught,1,v Pakistan,Johannesburg,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,2,31.4,10.7142857143,13.3333333333,98,3,3,1,3,73,4,2,1,3,1,3,2,44,2,2
7,24/09/07,Harbhajan Singh,NA,NA,NA,NA,NA,NA,NA,NA,1,v Pakistan,Johannesburg,3,18,0,36,0,12,6,2,0,0,0,0,0,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,2,31.4,10.7142857143,13.3333333333,98,3,3,1,3,73,4,2,1,3,1,3,2,44,2,2
7,24/09/07,MS Dhoni,6,9,10,0,0,60,5,bowled,1,v Pakistan,Johannesburg,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,2,31.4,10.7142857143,13.3333333333,98,3,3,1,3,73,4,2,1,3,1,3,2,44,2,2
7,24/09/07,Yuvraj Singh,14,28,19,1,0,73.68,4,caught,1,v Pakistan,Johannesburg,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,2,31.4,10.7142857143,13.3333333333,98,3,3,1,3,73,4,2,1,3,1,3,2,44,2,2
7,24/09/07,G Gambhir,75,76,54,8,2,138.88,1,caught,1,v Pakistan,Johannesburg,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,2,31.4,10.7142857143,13.3333333333,98,3,3,1,3,73,4,2,1,3,1,3,2,44,2,2
8,20/10/07,MS Dhoni,9,11,5,0,1,180,5,not out,2,v Australia,Mumbai (BS),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,167,3,18.1,9.19,167,1,166,5,20,8.3,NA,1,55.6666666667,11.4,15,103,0,2,3,5,82,3,1,0,2,1,5,2,47,3,1
8,20/10/07,RG Sharma,NA,NA,NA,NA,NA,NA,NA,NA,2,v Australia,Mumbai (BS),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,167,3,18.1,9.19,167,1,166,5,20,8.3,NA,1,55.6666666667,11.4,15,103,0,2,3,5,82,3,1,0,2,1,5,2,47,3,1
8,20/10/07,Yuvraj Singh,31,34,25,1,3,124,4,not out,2,v Australia,Mumbai (BS),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,167,3,18.1,9.19,167,1,166,5,20,8.3,NA,1,55.6666666667,11.4,15,103,0,2,3,5,82,3,1,0,2,1,5,2,47,3,1
8,20/10/07,RP Singh,NA,NA,NA,NA,NA,NA,NA,NA,2,v Australia,Mumbai (BS),4,24,0,39,1,9.75,1,1,0,0,0,0,0,167,3,18.1,9.19,167,1,166,5,20,8.3,NA,1,55.6666666667,11.4,15,103,0,2,3,5,82,3,1,0,2,1,5,2,47,3,1
8,20/10/07,RV Uthappa,35,38,26,6,0,134.61,3,caught,2,v Australia,Mumbai (BS),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,167,3,18.1,9.19,167,1,166,5,20,8.3,NA,1,55.6666666667,11.4,15,103,0,2,3,5,82,3,1,0,2,1,5,2,47,3,1
8,20/10/07,M Kartik,NA,NA,NA,NA,NA,NA,NA,NA,2,v Australia,Mumbai (BS),4,24,0,27,0,6.75,5,1,0,0,0,0,0,167,3,18.1,9.19,167,1,166,5,20,8.3,NA,1,55.6666666667,11.4,15,103,0,2,3,5,82,3,1,0,2,1,5,2,47,3,1
8,20/10/07,IK Pathan,NA,NA,NA,NA,NA,NA,NA,NA,2,v Australia,Mumbai (BS),4,24,0,34,2,8.5,3,1,0,0,0,0,0,167,3,18.1,9.19,167,1,166,5,20,8.3,NA,1,55.6666666667,11.4,15,103,0,2,3,5,82,3,1,0,2,1,5,2,47,3,1
8,20/10/07,V Sehwag,5,12,4,1,0,125,2,caught,2,v Australia,Mumbai (BS),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,167,3,18.1,9.19,167,1,166,5,20,8.3,NA,1,55.6666666667,11.4,15,103,0,2,3,5,82,3,1,0,2,1,5,2,47,3,1
8,20/10/07,G Gambhir,63,74,52,6,1,121.15,1,caught,2,v Australia,Mumbai (BS),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,167,3,18.1,9.19,167,1,166,5,20,8.3,NA,1,55.6666666667,11.4,15,103,0,2,3,5,82,3,1,0,2,1,5,2,47,3,1
