Match.Number,Date,Player,Runs,Mins,BF,X4s,X6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Overs,Balls,Mdns,Runs.Conc,Wkts,Econ,Pos.B,Inns.B,Dis,Ct,St,Ct.Wk,Ct.Fi,Score,Wickets.Lost,Team.Overs,RPO,Target,Result,Op.Score,Op.Wickets.Lost,Op.Overs,Op.RPO,Op.Target,Op.Inns,Average.wicket,Avg.NB.bat,Top3.NB,Top3.runs,Bat.Catches,Bat.fail,bat.BF20,Bat.120,Top3.BF,Dism.caught,Mid.fail,clean.bowled,bowl.maxw,bowl.low_econ4,bowl.comp4,bowl.nowkt,bowl.str.exp,bowl.34.wkt,bowl.high_econ
70,23/03/16,RA Jadeja,12,15,8,2,0,150,8,bowled,1,v Bangladesh,Bangalore,4,24,0,22,2,5.5,4,2,1,1,0,0,1,146,7,20,7.3,NA,1,145,9,20,7.25,147,2,20.8571428571,8.8571428571,11.6666666667,65,4,1,3,2,62,4,1,2,2,2,4,1,32,4,0
70,23/03/16,RG Sharma,18,29,16,1,1,112.5,1,caught,1,v Bangladesh,Bangalore,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,146,7,20,7.3,NA,1,145,9,20,7.25,147,2,20.8571428571,8.8571428571,11.6666666667,65,4,1,3,2,62,4,1,2,2,2,4,1,32,4,0
70,23/03/16,S Dhawan,23,33,22,2,1,104.54,2,lbw,1,v Bangladesh,Bangalore,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,146,7,20,7.3,NA,1,145,9,20,7.25,147,2,20.8571428571,8.8571428571,11.6666666667,65,4,1,3,2,62,4,1,2,2,2,4,1,32,4,0
70,23/03/16,R Ashwin,5,4,2,1,0,250,9,not out,1,v Bangladesh,Bangalore,4,24,0,20,2,5,3,2,0,0,0,0,0,146,7,20,7.3,NA,1,145,9,20,7.25,147,2,20.8571428571,8.8571428571,11.6666666667,65,4,1,3,2,62,4,1,2,2,2,4,1,32,4,0
70,23/03/16,V Kohli,24,37,24,0,1,100,3,bowled,1,v Bangladesh,Bangalore,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,146,7,20,7.3,NA,1,145,9,20,7.25,147,2,20.8571428571,8.8571428571,11.6666666667,65,4,1,3,2,62,4,1,2,2,2,4,1,32,4,0
70,23/03/16,Yuvraj Singh,3,8,6,0,0,50,7,caught,1,v Bangladesh,Bangalore,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,146,7,20,7.3,NA,1,145,9,20,7.25,147,2,20.8571428571,8.8571428571,11.6666666667,65,4,1,3,2,62,4,1,2,2,2,4,1,32,4,0
70,23/03/16,SK Raina,30,40,23,1,2,130.43,4,caught,1,v Bangladesh,Bangalore,1,6,0,9,1,9,6,2,1,1,0,0,1,146,7,20,7.3,NA,1,145,9,20,7.25,147,2,20.8571428571,8.8571428571,11.6666666667,65,4,1,3,2,62,4,1,2,2,2,4,1,32,4,0
71,27/03/16,RG Sharma,12,25,17,1,0,70.58,1,bowled,2,v Australia,Mohali,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,40.25,11.3333333333,15,107,4,0,1,3,80,3,0,1,2,1,3,1,32,1,1
71,27/03/16,R Ashwin,NA,NA,NA,NA,NA,NA,NA,NA,2,v Australia,Mohali,2,12,0,31,1,15.5,3,1,0,0,0,0,0,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,40.25,11.3333333333,15,107,4,0,1,3,80,3,0,1,2,1,3,1,32,1,1
71,27/03/16,RA Jadeja,NA,NA,NA,NA,NA,NA,NA,NA,2,v Australia,Mohali,3,18,0,20,0,6.66,4,1,0,0,0,0,0,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,40.25,11.3333333333,15,107,4,0,1,3,80,3,0,1,2,1,3,1,32,1,1
71,27/03/16,A Nehra,NA,NA,NA,NA,NA,NA,NA,NA,2,v Australia,Mohali,4,24,0,20,1,5,1,1,0,0,0,0,0,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,40.25,11.3333333333,15,107,4,0,1,3,80,3,0,1,2,1,3,1,32,1,1
71,27/03/16,HH Pandya,NA,NA,NA,NA,NA,NA,NA,NA,2,v Australia,Mohali,4,24,0,36,2,9,6,1,0,0,0,0,0,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,40.25,11.3333333333,15,107,4,0,1,3,80,3,0,1,2,1,3,1,32,1,1
71,27/03/16,JJ Bumrah,NA,NA,NA,NA,NA,NA,NA,NA,2,v Australia,Mohali,4,24,0,32,1,8,2,1,0,0,0,0,0,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,40.25,11.3333333333,15,107,4,0,1,3,80,3,0,1,2,1,3,1,32,1,1
71,27/03/16,MS Dhoni,18,29,10,3,0,180,6,not out,2,v Australia,Mohali,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,2,0,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,40.25,11.3333333333,15,107,4,0,1,3,80,3,0,1,2,1,3,1,32,1,1
71,27/03/16,V Kohli,82,78,51,9,2,160.78,3,not out,2,v Australia,Mohali,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,40.25,11.3333333333,15,107,4,0,1,3,80,3,0,1,2,1,3,1,32,1,1
71,27/03/16,Yuvraj Singh,21,31,18,1,1,116.66,5,caught,2,v Australia,Mohali,3,18,0,19,1,6.33,5,1,0,0,0,0,0,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,40.25,11.3333333333,15,107,4,0,1,3,80,3,0,1,2,1,3,1,32,1,1
71,27/03/16,S Dhawan,13,16,12,1,1,108.33,2,caught,2,v Australia,Mohali,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,40.25,11.3333333333,15,107,4,0,1,3,80,3,0,1,2,1,3,1,32,1,1
71,27/03/16,SK Raina,10,9,7,1,0,142.85,4,caught,2,v Australia,Mohali,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,40.25,11.3333333333,15,107,4,0,1,3,80,3,0,1,2,1,3,1,32,1,1
72,31/03/16,RA Jadeja,NA,NA,NA,NA,NA,NA,NA,NA,1,v West Indies,Mumbai,4,24,0,48,0,12,3,2,0,0,0,0,0,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2,96,23.75,28,172,2,0,3,3,113,1,0,0,1,1,4,3,42,0,4
72,31/03/16,RG Sharma,43,29,31,3,3,138.7,1,lbw,1,v West Indies,Mumbai,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2,96,23.75,28,172,2,0,3,3,113,1,0,0,1,1,4,3,42,0,4
72,31/03/16,A Nehra,NA,NA,NA,NA,NA,NA,NA,NA,1,v West Indies,Mumbai,4,24,0,24,1,6,1,2,0,0,0,0,0,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2,96,23.75,28,172,2,0,3,3,113,1,0,0,1,1,4,3,42,0,4
72,31/03/16,AM Rahane,40,68,35,2,0,114.28,2,caught,1,v West Indies,Mumbai,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2,96,23.75,28,172,2,0,3,3,113,1,0,0,1,1,4,3,42,0,4
72,31/03/16,HH Pandya,NA,NA,NA,NA,NA,NA,NA,NA,1,v West Indies,Mumbai,4,24,0,43,0,10.75,5,2,0,0,0,0,0,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2,96,23.75,28,172,2,0,3,3,113,1,0,0,1,1,4,3,42,0,4
72,31/03/16,JJ Bumrah,NA,NA,NA,NA,NA,NA,NA,NA,1,v West Indies,Mumbai,4,24,0,42,1,10.5,2,2,0,0,0,0,0,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2,96,23.75,28,172,2,0,3,3,113,1,0,0,1,1,4,3,42,0,4
72,31/03/16,MK Pandey,NA,NA,NA,NA,NA,NA,NA,NA,1,v West Indies,Mumbai,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2,96,23.75,28,172,2,0,3,3,113,1,0,0,1,1,4,3,42,0,4
72,31/03/16,MS Dhoni,15,24,9,1,0,166.66,4,not out,1,v West Indies,Mumbai,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2,96,23.75,28,172,2,0,3,3,113,1,0,0,1,1,4,3,42,0,4
72,31/03/16,R Ashwin,NA,NA,NA,NA,NA,NA,NA,NA,1,v West Indies,Mumbai,2,12,0,20,0,10,4,2,0,0,0,0,0,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2,96,23.75,28,172,2,0,3,3,113,1,0,0,1,1,4,3,42,0,4
72,31/03/16,SK Raina,NA,NA,NA,NA,NA,NA,NA,NA,1,v West Indies,Mumbai,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2,96,23.75,28,172,2,0,3,3,113,1,0,0,1,1,4,3,42,0,4
72,31/03/16,V Kohli,89,63,47,11,1,189.36,3,not out,1,v West Indies,Mumbai,1.4,10,0,15,1,9,6,2,0,0,0,0,0,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2,96,23.75,28,172,2,0,3,3,113,1,0,0,1,1,4,3,42,0,4
73,18/06/16,R Dhawan,1,NA,2,0,0,50,8,not out,2,v Zimbabwe,Harare,4,24,0,42,1,10.5,2,1,2,2,0,0,2,168,6,20,8.4,171,0,170,6,20,8.5,NA,1,28,9.4285714286,4.6666666667,50,1,1,2,3,44,3,0,3,2,2,5,1,43,3,2
73,18/06/16,YS Chahal,NA,NA,NA,NA,NA,NA,NA,NA,2,v Zimbabwe,Harare,4,24,0,38,1,9.5,5,1,0,0,0,0,0,168,6,20,8.4,171,0,170,6,20,8.5,NA,1,28,9.4285714286,4.6666666667,50,1,1,2,3,44,3,0,3,2,2,5,1,43,3,2
73,18/06/16,AR Patel,18,NA,9,1,2,200,7,caught,2,v Zimbabwe,Harare,4,24,0,18,1,4.5,4,1,0,0,0,0,0,168,6,20,8.4,171,0,170,6,20,8.5,NA,1,28,9.4285714286,4.6666666667,50,1,1,2,3,44,3,0,3,2,2,5,1,43,3,2
73,18/06/16,AT Rayudu,19,NA,16,4,0,118.75,3,bowled,2,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,168,6,20,8.4,171,0,170,6,20,8.5,NA,1,28,9.4285714286,4.6666666667,50,1,1,2,3,44,3,0,3,2,2,5,1,43,3,2
73,18/06/16,JD Unadkat,NA,NA,NA,NA,NA,NA,NA,NA,2,v Zimbabwe,Harare,4,24,0,43,0,10.75,1,1,0,0,0,0,0,168,6,20,8.4,171,0,170,6,20,8.5,NA,1,28,9.4285714286,4.6666666667,50,1,1,2,3,44,3,0,3,2,2,5,1,43,3,2
73,18/06/16,JJ Bumrah,NA,NA,NA,NA,NA,NA,NA,NA,2,v Zimbabwe,Harare,4,24,1,24,2,6,3,1,0,0,0,0,0,168,6,20,8.4,171,0,170,6,20,8.5,NA,1,28,9.4285714286,4.6666666667,50,1,1,2,3,44,3,0,3,2,2,5,1,43,3,2
73,18/06/16,KL Rahul,0,NA,1,0,0,0,1,bowled,2,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,168,6,20,8.4,171,0,170,6,20,8.5,NA,1,28,9.4285714286,4.6666666667,50,1,1,2,3,44,3,0,3,2,2,5,1,43,3,2
73,18/06/16,KM Jadhav,19,NA,13,1,1,146.15,5,bowled,2,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,168,6,20,8.4,171,0,170,6,20,8.5,NA,1,28,9.4285714286,4.6666666667,50,1,1,2,3,44,3,0,3,2,2,5,1,43,3,2
73,18/06/16,Mandeep Singh,31,NA,27,5,0,114.81,2,caught,2,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,168,6,20,8.4,171,0,170,6,20,8.5,NA,1,28,9.4285714286,4.6666666667,50,1,1,2,3,44,3,0,3,2,2,5,1,43,3,2
73,18/06/16,MK Pandey,48,NA,35,1,3,137.14,4,caught,2,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,168,6,20,8.4,171,0,170,6,20,8.5,NA,1,28,9.4285714286,4.6666666667,50,1,1,2,3,44,3,0,3,2,2,5,1,43,3,2
73,18/06/16,MS Dhoni,19,NA,17,1,0,111.76,6,not out,2,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,168,6,20,8.4,171,0,170,6,20,8.5,NA,1,28,9.4285714286,4.6666666667,50,1,1,2,3,44,3,0,3,2,2,5,1,43,3,2
74,20/06/16,DS Kulkarni,NA,NA,NA,NA,NA,NA,NA,NA,2,v Zimbabwe,Harare,4,24,0,32,1,8,2,1,0,0,0,0,0,103,0,13.1,7.82,100,1,99,9,20,4.95,NA,1,120,24.5,24.5,99,1,0,2,1,80,0,0,0,4,4,5,1,32,1,0
74,20/06/16,JJ Bumrah,NA,NA,NA,NA,NA,NA,NA,NA,2,v Zimbabwe,Harare,4,24,0,11,3,2.75,5,1,0,0,0,0,0,103,0,13.1,7.82,100,1,99,9,20,4.95,NA,1,120,24.5,24.5,99,1,0,2,1,80,0,0,0,4,4,5,1,32,1,0
74,20/06/16,KL Rahul,47,56,40,2,2,117.5,1,not out,2,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,103,0,13.1,7.82,100,1,99,9,20,4.95,NA,1,120,24.5,24.5,99,1,0,2,1,80,0,0,0,4,4,5,1,32,1,0
74,20/06/16,KM Jadhav,NA,NA,NA,NA,NA,NA,NA,NA,2,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,103,0,13.1,7.82,100,1,99,9,20,4.95,NA,1,120,24.5,24.5,99,1,0,2,1,80,0,0,0,4,4,5,1,32,1,0
74,20/06/16,Mandeep Singh,52,56,40,6,1,130,2,not out,2,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,103,0,13.1,7.82,100,1,99,9,20,4.95,NA,1,120,24.5,24.5,99,1,0,2,1,80,0,0,0,4,4,5,1,32,1,0
74,20/06/16,MK Pandey,NA,NA,NA,NA,NA,NA,NA,NA,2,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,103,0,13.1,7.82,100,1,99,9,20,4.95,NA,1,120,24.5,24.5,99,1,0,2,1,80,0,0,0,4,4,5,1,32,1,0
74,20/06/16,MS Dhoni,NA,NA,NA,NA,NA,NA,NA,NA,2,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,103,0,13.1,7.82,100,1,99,9,20,4.95,NA,1,120,24.5,24.5,99,1,0,2,1,80,0,0,0,4,4,5,1,32,1,0
74,20/06/16,YS Chahal,NA,NA,NA,NA,NA,NA,NA,NA,2,v Zimbabwe,Harare,4,24,1,19,1,4.75,4,1,0,0,0,0,0,103,0,13.1,7.82,100,1,99,9,20,4.95,NA,1,120,24.5,24.5,99,1,0,2,1,80,0,0,0,4,4,5,1,32,1,0
74,20/06/16,AR Patel,NA,NA,NA,NA,NA,NA,NA,NA,2,v Zimbabwe,Harare,4,24,0,23,0,5.75,3,1,2,2,0,0,2,103,0,13.1,7.82,100,1,99,9,20,4.95,NA,1,120,24.5,24.5,99,1,0,2,1,80,0,0,0,4,4,5,1,32,1,0
74,20/06/16,AT Rayudu,NA,NA,NA,NA,NA,NA,NA,NA,2,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,0,2,103,0,13.1,7.82,100,1,99,9,20,4.95,NA,1,120,24.5,24.5,99,1,0,2,1,80,0,0,0,4,4,5,1,32,1,0
74,20/06/16,BB Sran,NA,NA,NA,NA,NA,NA,NA,NA,2,v Zimbabwe,Harare,4,24,0,10,4,2.5,1,1,0,0,0,0,0,103,0,13.1,7.82,100,1,99,9,20,4.95,NA,1,120,24.5,24.5,99,1,0,2,1,80,0,0,0,4,4,5,1,32,1,0
75,22/06/16,AR Patel,20,20,11,0,1,181.81,7,not out,1,v Zimbabwe,Harare,4,24,0,18,1,4.5,4,2,0,0,0,0,0,138,6,20,6.9,NA,1,135,6,20,6.75,139,2,23,9.5714285714,8,46,1,3,3,2,52,3,2,2,2,3,5,1,31,1,0
75,22/06/16,AT Rayudu,20,47,26,1,0,76.92,3,caught,1,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,138,6,20,6.9,NA,1,135,6,20,6.75,139,2,23,9.5714285714,8,46,1,3,3,2,52,3,2,2,2,3,5,1,31,1,0
75,22/06/16,BB Sran,NA,NA,NA,NA,NA,NA,NA,NA,1,v Zimbabwe,Harare,4,24,1,31,2,7.75,1,2,0,0,0,0,0,138,6,20,6.9,NA,1,135,6,20,6.75,139,2,23,9.5714285714,8,46,1,3,3,2,52,3,2,2,2,3,5,1,31,1,0
75,22/06/16,DS Kulkarni,1,7,1,0,0,100,8,not out,1,v Zimbabwe,Harare,4,24,0,23,2,5.75,2,2,0,0,0,0,0,138,6,20,6.9,NA,1,135,6,20,6.75,139,2,23,9.5714285714,8,46,1,3,3,2,52,3,2,2,2,3,5,1,31,1,0
75,22/06/16,JJ Bumrah,NA,NA,NA,NA,NA,NA,NA,NA,1,v Zimbabwe,Harare,4,24,0,23,0,5.75,3,2,1,1,0,0,1,138,6,20,6.9,NA,1,135,6,20,6.75,139,2,23,9.5714285714,8,46,1,3,3,2,52,3,2,2,2,3,5,1,31,1,0
75,22/06/16,KL Rahul,22,21,20,3,1,110,1,bowled,1,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,138,6,20,6.9,NA,1,135,6,20,6.75,139,2,23,9.5714285714,8,46,1,3,3,2,52,3,2,2,2,3,5,1,31,1,0
75,22/06/16,KM Jadhav,58,70,42,7,1,138.09,5,caught,1,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,138,6,20,6.9,NA,1,135,6,20,6.75,139,2,23,9.5714285714,8,46,1,3,3,2,52,3,2,2,2,3,5,1,31,1,0
75,22/06/16,Mandeep Singh,4,14,6,0,0,66.66,2,caught,1,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,138,6,20,6.9,NA,1,135,6,20,6.75,139,2,23,9.5714285714,8,46,1,3,3,2,52,3,2,2,2,3,5,1,31,1,0
75,22/06/16,MK Pandey,0,2,1,0,0,0,4,run out,1,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,138,6,20,6.9,NA,1,135,6,20,6.75,139,2,23,9.5714285714,8,46,1,3,3,2,52,3,2,2,2,3,5,1,31,1,0
75,22/06/16,MS Dhoni,9,19,13,1,0,69.23,6,bowled,1,v Zimbabwe,Harare,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,138,6,20,6.9,NA,1,135,6,20,6.75,139,2,23,9.5714285714,8,46,1,3,3,2,52,3,2,2,2,3,5,1,31,1,0
75,22/06/16,YS Chahal,NA,NA,NA,NA,NA,NA,NA,NA,1,v Zimbabwe,Harare,4,24,0,32,1,8,5,2,2,2,0,0,2,138,6,20,6.9,NA,1,135,6,20,6.75,139,2,23,9.5714285714,8,46,1,3,3,2,52,3,2,2,2,3,5,1,31,1,0
