Match.Number,Bowler,Overs,Mdns,Runs,Wkts,Econ,Inns,Opposition,Ground,Score,Wickets.Lost,Team.Overs,RPO,Target,Bowl.Inns,Result,Date,Op.Score,Op.Wickets.Lost,Op.Overs,Op.RPO,Op.Target,Op.Inns
33,I Sharma,4,0,34,1,8.5,2,v Pakistan,Ahmedabad,192,5,20,9.6,NA,1,1,28/12/12,181,7,20,9.05,193,2
33,AB Dinda,4,0,36,3,9,2,v Pakistan,Ahmedabad,192,5,20,9.6,NA,1,1,28/12/12,181,7,20,9.05,193,2
33,R Ashwin,4,0,28,1,7,2,v Pakistan,Ahmedabad,192,5,20,9.6,NA,1,1,28/12/12,181,7,20,9.05,193,2
33,SK Raina,2,0,12,0,6,2,v Pakistan,Ahmedabad,192,5,20,9.6,NA,1,1,28/12/12,181,7,20,9.05,193,2
33,Yuvraj Singh,2,0,23,1,11.5,2,v Pakistan,Ahmedabad,192,5,20,9.6,NA,1,1,28/12/12,181,7,20,9.05,193,2
34,S Sreesanth,3,0,37,1,12.33,1,v New Zealand,Johannesburg,180,9,20,9,191,2,0,16/09/07,190,10,20,9.5,NA,1
34,RP Singh,4,0,29,2,7.25,1,v New Zealand,Johannesburg,180,9,20,9,191,2,0,16/09/07,190,10,20,9.5,NA,1
34,AB Agarkar,4,0,40,0,10,1,v New Zealand,Johannesburg,180,9,20,9,191,2,0,16/09/07,190,10,20,9.5,NA,1
34,IK Pathan,2,0,16,0,8,1,v New Zealand,Johannesburg,180,9,20,9,191,2,0,16/09/07,190,10,20,9.5,NA,1
34,Harbhajan Singh,4,0,24,2,6,1,v New Zealand,Johannesburg,180,9,20,9,191,2,0,16/09/07,190,10,20,9.5,NA,1
34,Yuvraj Singh,3,0,38,1,12.66,1,v New Zealand,Johannesburg,180,9,20,9,191,2,0,16/09/07,190,10,20,9.5,NA,1
35,B Kumar,4,0,35,3,8.75,1,v Australia,Rajkot,202,4,19.4,10.27,202,2,1,10/10/13,201,7,20,10.05,NA,1
35,R Vinay Kumar,4,0,26,3,6.5,1,v Australia,Rajkot,202,4,19.4,10.27,202,2,1,10/10/13,201,7,20,10.05,NA,1
35,R Ashwin,2,0,41,0,20.5,1,v Australia,Rajkot,202,4,19.4,10.27,202,2,1,10/10/13,201,7,20,10.05,NA,1
35,I Sharma,4,0,52,0,13,1,v Australia,Rajkot,202,4,19.4,10.27,202,2,1,10/10/13,201,7,20,10.05,NA,1
35,RA Jadeja,4,0,23,1,5.75,1,v Australia,Rajkot,202,4,19.4,10.27,202,2,1,10/10/13,201,7,20,10.05,NA,1
35,V Kohli,2,0,24,0,12,1,v Australia,Rajkot,202,4,19.4,10.27,202,2,1,10/10/13,201,7,20,10.05,NA,1
36,R Ashwin,4,0,23,0,5.75,1,v Pakistan,Dhaka,131,3,18.3,7.08,131,2,1,21/03/14,130,7,20,6.5,NA,1
36,B Kumar,3,0,21,1,7,1,v Pakistan,Dhaka,131,3,18.3,7.08,131,2,1,21/03/14,130,7,20,6.5,NA,1
36,Mohammed Shami,4,0,31,1,7.75,1,v Pakistan,Dhaka,131,3,18.3,7.08,131,2,1,21/03/14,130,7,20,6.5,NA,1
36,A Mishra,4,1,22,2,5.5,1,v Pakistan,Dhaka,131,3,18.3,7.08,131,2,1,21/03/14,130,7,20,6.5,NA,1
36,RA Jadeja,4,0,18,1,4.5,1,v Pakistan,Dhaka,131,3,18.3,7.08,131,2,1,21/03/14,130,7,20,6.5,NA,1
36,Yuvraj Singh,1,0,13,0,13,1,v Pakistan,Dhaka,131,3,18.3,7.08,131,2,1,21/03/14,130,7,20,6.5,NA,1
37,B Kumar,3,0,3,0,1,1,v West Indies,Dhaka,130,3,19.4,6.61,130,2,1,23/03/14,129,7,20,6.45,NA,1
37,Mohammed Shami,3,0,27,0,9,1,v West Indies,Dhaka,130,3,19.4,6.61,130,2,1,23/03/14,129,7,20,6.45,NA,1
37,R Ashwin,4,0,24,1,6,1,v West Indies,Dhaka,130,3,19.4,6.61,130,2,1,23/03/14,129,7,20,6.45,NA,1
37,A Mishra,4,0,18,2,4.5,1,v West Indies,Dhaka,130,3,19.4,6.61,130,2,1,23/03/14,129,7,20,6.45,NA,1
37,SK Raina,2,0,8,0,4,1,v West Indies,Dhaka,130,3,19.4,6.61,130,2,1,23/03/14,129,7,20,6.45,NA,1
37,RA Jadeja,4,0,48,3,12,1,v West Indies,Dhaka,130,3,19.4,6.61,130,2,1,23/03/14,129,7,20,6.45,NA,1
38,B Kumar,3,0,21,1,7,1,v Bangladesh,Dhaka,141,2,18.3,7.62,139,2,1,28/03/14,138,7,20,6.9,NA,1
38,R Ashwin,4,0,15,2,3.75,1,v Bangladesh,Dhaka,141,2,18.3,7.62,139,2,1,28/03/14,138,7,20,6.9,NA,1
38,Mohammed Shami,3,0,29,1,9.66,1,v Bangladesh,Dhaka,141,2,18.3,7.62,139,2,1,28/03/14,138,7,20,6.9,NA,1
38,RA Jadeja,4,0,30,0,7.5,1,v Bangladesh,Dhaka,141,2,18.3,7.62,139,2,1,28/03/14,138,7,20,6.9,NA,1
38,SK Raina,2,0,11,0,5.5,1,v Bangladesh,Dhaka,141,2,18.3,7.62,139,2,1,28/03/14,138,7,20,6.9,NA,1
38,A Mishra,4,0,26,3,6.5,1,v Bangladesh,Dhaka,141,2,18.3,7.62,139,2,1,28/03/14,138,7,20,6.9,NA,1
39,B Kumar,3,0,7,1,2.33,2,v Australia,Dhaka,159,7,20,7.95,NA,1,1,30/03/14,86,10,16.2,5.26,160,2
39,MM Sharma,2,0,11,1,5.5,2,v Australia,Dhaka,159,7,20,7.95,NA,1,1,30/03/14,86,10,16.2,5.26,160,2
39,R Ashwin,3.2,0,11,4,3.3,2,v Australia,Dhaka,159,7,20,7.95,NA,1,1,30/03/14,86,10,16.2,5.26,160,2
39,SK Raina,1,0,16,0,16,2,v Australia,Dhaka,159,7,20,7.95,NA,1,1,30/03/14,86,10,16.2,5.26,160,2
39,RA Jadeja,4,0,25,1,6.25,2,v Australia,Dhaka,159,7,20,7.95,NA,1,1,30/03/14,86,10,16.2,5.26,160,2
39,A Mishra,3,0,13,2,4.33,2,v Australia,Dhaka,159,7,20,7.95,NA,1,1,30/03/14,86,10,16.2,5.26,160,2
40,B Kumar,4,0,33,1,8.25,1,v South Africa,Dhaka,176,4,19.1,9.18,173,2,1,04/04/14,172,4,20,8.6,NA,1
40,MM Sharma,3,0,34,0,11.33,1,v South Africa,Dhaka,176,4,19.1,9.18,173,2,1,04/04/14,172,4,20,8.6,NA,1
40,R Ashwin,4,0,22,3,5.5,1,v South Africa,Dhaka,176,4,19.1,9.18,173,2,1,04/04/14,172,4,20,8.6,NA,1
40,RA Jadeja,2,0,8,0,4,1,v South Africa,Dhaka,176,4,19.1,9.18,173,2,1,04/04/14,172,4,20,8.6,NA,1
40,SK Raina,4,0,35,0,8.75,1,v South Africa,Dhaka,176,4,19.1,9.18,173,2,1,04/04/14,172,4,20,8.6,NA,1
40,A Mishra,3,0,36,0,12,1,v South Africa,Dhaka,176,4,19.1,9.18,173,2,1,04/04/14,172,4,20,8.6,NA,1
41,S Sreesanth,4,0,38,0,9.5,2,v England,Durban,218,4,20,10.9,NA,1,1,19/09/07,200,6,20,10,219,2
41,RP Singh,4,0,28,2,7,2,v England,Durban,218,4,20,10.9,NA,1,1,19/09/07,200,6,20,10,219,2
41,Joginder Sharma,4,0,57,0,14.25,2,v England,Durban,218,4,20,10.9,NA,1,1,19/09/07,200,6,20,10,219,2
41,IK Pathan,4,0,37,3,9.25,2,v England,Durban,218,4,20,10.9,NA,1,1,19/09/07,200,6,20,10,219,2
41,Harbhajan Singh,4,0,35,1,8.75,2,v England,Durban,218,4,20,10.9,NA,1,1,19/09/07,200,6,20,10,219,2
42,B Kumar,3,0,18,0,6,2,v Sri Lanka,Dhaka,130,4,20,6.5,NA,1,0,06/04/14,134,4,17.5,7.51,131,2
42,MM Sharma,2,0,18,1,9,2,v Sri Lanka,Dhaka,130,4,20,6.5,NA,1,0,06/04/14,134,4,17.5,7.51,131,2
42,R Ashwin,3.5,0,29,1,7.56,2,v Sri Lanka,Dhaka,130,4,20,6.5,NA,1,0,06/04/14,134,4,17.5,7.51,131,2
42,A Mishra,4,0,32,1,8,2,v Sri Lanka,Dhaka,130,4,20,6.5,NA,1,0,06/04/14,134,4,17.5,7.51,131,2
42,SK Raina,4,0,24,1,6,2,v Sri Lanka,Dhaka,130,4,20,6.5,NA,1,0,06/04/14,134,4,17.5,7.51,131,2
42,RA Jadeja,1,0,11,0,11,2,v Sri Lanka,Dhaka,130,4,20,6.5,NA,1,0,06/04/14,134,4,17.5,7.51,131,2
43,R Ashwin,4,0,37,0,9.25,1,v England,Birmingham,177,5,20,8.85,181,2,0,07/09/14,180,7,20,9,NA,1
43,MM Sharma,4,0,39,1,9.75,1,v England,Birmingham,177,5,20,8.85,181,2,0,07/09/14,180,7,20,9,NA,1
43,Mohammed Shami,4,0,38,3,9.5,1,v England,Birmingham,177,5,20,8.85,181,2,0,07/09/14,180,7,20,9,NA,1
43,KV Sharma,4,0,28,1,7,1,v England,Birmingham,177,5,20,8.85,181,2,0,07/09/14,180,7,20,9,NA,1
43,RA Jadeja,4,0,35,1,8.75,1,v England,Birmingham,177,5,20,8.85,181,2,0,07/09/14,180,7,20,9,NA,1
44,S Sreesanth,4,0,23,2,5.75,2,v South Africa,Durban,153,5,20,7.65,NA,1,1,20/09/07,116,9,20,5.8,154,2
44,RP Singh,4,0,13,4,3.25,2,v South Africa,Durban,153,5,20,7.65,NA,1,1,20/09/07,116,9,20,5.8,154,2
44,Joginder Sharma,4,0,24,0,6,2,v South Africa,Durban,153,5,20,7.65,NA,1,1,20/09/07,116,9,20,5.8,154,2
44,IK Pathan,4,0,16,0,4,2,v South Africa,Durban,153,5,20,7.65,NA,1,1,20/09/07,116,9,20,5.8,154,2
44,Harbhajan Singh,4,0,31,2,7.75,2,v South Africa,Durban,153,5,20,7.65,NA,1,1,20/09/07,116,9,20,5.8,154,2
45,B Kumar,4,0,22,0,5.5,2,v Zimbabwe,Harare,178,5,20,8.9,NA,1,1,17/07/15,124,7,20,6.2,179,2
45,Sandeep Sharma,3,0,34,0,11.33,2,v Zimbabwe,Harare,178,5,20,8.9,NA,1,1,17/07/15,124,7,20,6.2,179,2
45,MM Sharma,3,0,8,1,2.66,2,v Zimbabwe,Harare,178,5,20,8.9,NA,1,1,17/07/15,124,7,20,6.2,179,2
45,AR Patel,4,0,17,3,4.25,2,v Zimbabwe,Harare,178,5,20,8.9,NA,1,1,17/07/15,124,7,20,6.2,179,2
45,Harbhajan Singh,4,0,29,2,7.25,2,v Zimbabwe,Harare,178,5,20,8.9,NA,1,1,17/07/15,124,7,20,6.2,179,2
45,STR Binny,2,0,8,0,4,2,v Zimbabwe,Harare,178,5,20,8.9,NA,1,1,17/07/15,124,7,20,6.2,179,2
46,B Kumar,4,0,26,2,6.5,1,v Zimbabwe,Harare,135,9,20,6.75,146,2,0,19/07/15,145,7,20,7.25,NA,1
46,Sandeep Sharma,4,0,39,1,9.75,1,v Zimbabwe,Harare,135,9,20,6.75,146,2,0,19/07/15,145,7,20,7.25,NA,1
46,STR Binny,2,0,14,1,7,1,v Zimbabwe,Harare,135,9,20,6.75,146,2,0,19/07/15,145,7,20,7.25,NA,1
46,MM Sharma,4,0,28,2,7,1,v Zimbabwe,Harare,135,9,20,6.75,146,2,0,19/07/15,145,7,20,7.25,NA,1
46,M Vijay,2,0,9,0,4.5,1,v Zimbabwe,Harare,135,9,20,6.75,146,2,0,19/07/15,145,7,20,7.25,NA,1
46,AR Patel,4,0,23,1,5.75,1,v Zimbabwe,Harare,135,9,20,6.75,146,2,0,19/07/15,145,7,20,7.25,NA,1
47,RP Singh,4,0,33,0,8.25,2,v Australia,Durban,188,5,20,9.4,NA,1,1,22/09/07,173,7,20,8.65,189,2
47,S Sreesanth,4,1,12,2,3,2,v Australia,Durban,188,5,20,9.4,NA,1,1,22/09/07,173,7,20,8.65,189,2
47,IK Pathan,4,0,44,2,11,2,v Australia,Durban,188,5,20,9.4,NA,1,1,22/09/07,173,7,20,8.65,189,2
47,Joginder Sharma,3,0,37,2,12.33,2,v Australia,Durban,188,5,20,9.4,NA,1,1,22/09/07,173,7,20,8.65,189,2
47,Harbhajan Singh,4,0,24,1,6,2,v Australia,Durban,188,5,20,9.4,NA,1,1,22/09/07,173,7,20,8.65,189,2
47,V Sehwag,1,0,20,0,20,2,v Australia,Durban,188,5,20,9.4,NA,1,1,22/09/07,173,7,20,8.65,189,2
48,B Kumar,4,0,40,0,10,2,v South Africa,Dharamsala,199,5,20,9.95,NA,1,0,02/10/15,200,3,19.4,10.16,200,2
48,S Aravind,3.4,0,44,1,12,2,v South Africa,Dharamsala,199,5,20,9.95,NA,1,0,02/10/15,200,3,19.4,10.16,200,2
48,MM Sharma,4,0,40,0,10,2,v South Africa,Dharamsala,199,5,20,9.95,NA,1,0,02/10/15,200,3,19.4,10.16,200,2
48,AR Patel,4,0,45,0,11.25,2,v South Africa,Dharamsala,199,5,20,9.95,NA,1,0,02/10/15,200,3,19.4,10.16,200,2
48,R Ashwin,4,0,26,1,6.5,2,v South Africa,Dharamsala,199,5,20,9.95,NA,1,0,02/10/15,200,3,19.4,10.16,200,2
49,B Kumar,2,0,13,0,6.5,2,v South Africa,Cuttack,92,10,17.2,5.3,NA,1,0,05/10/15,96,4,17.1,5.59,93,2
49,R Ashwin,4,0,24,3,6,2,v South Africa,Cuttack,92,10,17.2,5.3,NA,1,0,05/10/15,96,4,17.1,5.59,93,2
49,Harbhajan Singh,4,0,20,0,5,2,v South Africa,Cuttack,92,10,17.2,5.3,NA,1,0,05/10/15,96,4,17.1,5.59,93,2
49,MM Sharma,1,0,7,0,7,2,v South Africa,Cuttack,92,10,17.2,5.3,NA,1,0,05/10/15,96,4,17.1,5.59,93,2
49,SK Raina,3.1,0,12,0,3.78,2,v South Africa,Cuttack,92,10,17.2,5.3,NA,1,0,05/10/15,96,4,17.1,5.59,93,2
49,AR Patel,3,0,17,1,5.66,2,v South Africa,Cuttack,92,10,17.2,5.3,NA,1,0,05/10/15,96,4,17.1,5.59,93,2
50,RP Singh,4,0,26,3,6.5,2,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,1,24/09/07,152,10,19.3,7.79,158,2
50,S Sreesanth,4,1,44,1,11,2,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,1,24/09/07,152,10,19.3,7.79,158,2
50,Joginder Sharma,3.3,0,20,2,5.71,2,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,1,24/09/07,152,10,19.3,7.79,158,2
50,YK Pathan,1,0,5,0,5,2,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,1,24/09/07,152,10,19.3,7.79,158,2
50,IK Pathan,4,0,16,3,4,2,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,1,24/09/07,152,10,19.3,7.79,158,2
50,Harbhajan Singh,3,0,36,0,12,2,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,1,24/09/07,152,10,19.3,7.79,158,2
51,RP Singh,4,0,39,1,9.75,1,v Australia,Mumbai (BS),167,3,18.1,9.19,167,2,1,20/10/07,166,5,20,8.3,NA,1
51,S Sreesanth,4,0,47,0,11.75,1,v Australia,Mumbai (BS),167,3,18.1,9.19,167,2,1,20/10/07,166,5,20,8.3,NA,1
51,IK Pathan,4,0,34,2,8.5,1,v Australia,Mumbai (BS),167,3,18.1,9.19,167,2,1,20/10/07,166,5,20,8.3,NA,1
51,Harbhajan Singh,4,0,17,1,4.25,1,v Australia,Mumbai (BS),167,3,18.1,9.19,167,2,1,20/10/07,166,5,20,8.3,NA,1
51,M Kartik,4,0,27,0,6.75,1,v Australia,Mumbai (BS),167,3,18.1,9.19,167,2,1,20/10/07,166,5,20,8.3,NA,1
52,A Nehra,4,0,30,1,7.5,2,v Australia,Adelaide,188,3,20,9.4,NA,1,1,26/01/16,151,10,19.3,7.74,189,2
52,R Ashwin,4,0,28,2,7,2,v Australia,Adelaide,188,3,20,9.4,NA,1,1,26/01/16,151,10,19.3,7.74,189,2
52,JJ Bumrah,3.3,0,23,3,6.57,2,v Australia,Adelaide,188,3,20,9.4,NA,1,1,26/01/16,151,10,19.3,7.74,189,2
52,RA Jadeja,4,0,21,2,5.25,2,v Australia,Adelaide,188,3,20,9.4,NA,1,1,26/01/16,151,10,19.3,7.74,189,2
52,HH Pandya,3,0,37,2,12.33,2,v Australia,Adelaide,188,3,20,9.4,NA,1,1,26/01/16,151,10,19.3,7.74,189,2
52,Yuvraj Singh,1,0,10,0,10,2,v Australia,Adelaide,188,3,20,9.4,NA,1,1,26/01/16,151,10,19.3,7.74,189,2
53,A Nehra,4,0,34,0,8.5,2,v Australia,Melbourne,184,3,20,9.2,NA,1,1,29/01/16,157,8,20,7.85,185,2
53,JJ Bumrah,4,0,37,2,9.25,2,v Australia,Melbourne,184,3,20,9.2,NA,1,1,29/01/16,157,8,20,7.85,185,2
53,RA Jadeja,4,0,32,2,8,2,v Australia,Melbourne,184,3,20,9.2,NA,1,1,29/01/16,157,8,20,7.85,185,2
53,R Ashwin,4,0,27,1,6.75,2,v Australia,Melbourne,184,3,20,9.2,NA,1,1,29/01/16,157,8,20,7.85,185,2
53,HH Pandya,2,0,17,1,8.5,2,v Australia,Melbourne,184,3,20,9.2,NA,1,1,29/01/16,157,8,20,7.85,185,2
53,Yuvraj Singh,2,0,7,1,3.5,2,v Australia,Melbourne,184,3,20,9.2,NA,1,1,29/01/16,157,8,20,7.85,185,2
54,A Nehra,4,0,32,1,8,1,v Australia,Sydney,200,3,20,10,198,2,1,31/01/16,197,5,20,9.85,NA,1
54,JJ Bumrah,4,0,43,1,10.75,1,v Australia,Sydney,200,3,20,10,198,2,1,31/01/16,197,5,20,9.85,NA,1
54,R Ashwin,4,0,36,1,9,1,v Australia,Sydney,200,3,20,10,198,2,1,31/01/16,197,5,20,9.85,NA,1
54,RA Jadeja,4,0,41,1,10.25,1,v Australia,Sydney,200,3,20,10,198,2,1,31/01/16,197,5,20,9.85,NA,1
54,Yuvraj Singh,2,0,19,1,9.5,1,v Australia,Sydney,200,3,20,10,198,2,1,31/01/16,197,5,20,9.85,NA,1
54,HH Pandya,2,0,24,0,12,1,v Australia,Sydney,200,3,20,10,198,2,1,31/01/16,197,5,20,9.85,NA,1
55,A Nehra,3,0,21,2,7,2,v Sri Lanka,Pune,101,10,18.5,5.36,NA,1,0,09/02/16,105,5,18,5.83,102,2
55,JJ Bumrah,4,1,19,0,4.75,2,v Sri Lanka,Pune,101,10,18.5,5.36,NA,1,0,09/02/16,105,5,18,5.83,102,2
55,RA Jadeja,3,0,18,0,6,2,v Sri Lanka,Pune,101,10,18.5,5.36,NA,1,0,09/02/16,105,5,18,5.83,102,2
55,HH Pandya,3,0,18,0,6,2,v Sri Lanka,Pune,101,10,18.5,5.36,NA,1,0,09/02/16,105,5,18,5.83,102,2
55,R Ashwin,3,0,13,2,4.33,2,v Sri Lanka,Pune,101,10,18.5,5.36,NA,1,0,09/02/16,105,5,18,5.83,102,2
55,SK Raina,2,0,13,1,6.5,2,v Sri Lanka,Pune,101,10,18.5,5.36,NA,1,0,09/02/16,105,5,18,5.83,102,2
56,R Ashwin,4,0,14,3,3.5,2,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,1,12/02/16,127,9,20,6.35,197,2
56,A Nehra,3,0,26,2,8.66,2,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,1,12/02/16,127,9,20,6.35,197,2
56,Yuvraj Singh,3,0,19,0,6.33,2,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,1,12/02/16,127,9,20,6.35,197,2
56,RA Jadeja,4,0,24,2,6,2,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,1,12/02/16,127,9,20,6.35,197,2
56,SK Raina,2,0,22,0,11,2,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,1,12/02/16,127,9,20,6.35,197,2
56,JJ Bumrah,3,0,17,2,5.66,2,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,1,12/02/16,127,9,20,6.35,197,2
56,HH Pandya,1,0,5,0,5,2,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,1,12/02/16,127,9,20,6.35,197,2
57,R Ashwin,4,1,8,4,2,1,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,2,1,14/02/16,82,10,18,4.55,NA,1
57,A Nehra,2,0,17,1,8.5,1,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,2,1,14/02/16,82,10,18,4.55,NA,1
57,JJ Bumrah,3,0,10,1,3.33,1,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,2,1,14/02/16,82,10,18,4.55,NA,1
57,RA Jadeja,4,1,11,1,2.75,1,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,2,1,14/02/16,82,10,18,4.55,NA,1
57,Yuvraj Singh,1,0,15,0,15,1,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,2,1,14/02/16,82,10,18,4.55,NA,1
57,HH Pandya,2,0,13,0,6.5,1,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,2,1,14/02/16,82,10,18,4.55,NA,1
57,SK Raina,2,0,6,2,3,1,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,2,1,14/02/16,82,10,18,4.55,NA,1
58,A Nehra,4,0,23,3,5.75,2,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,1,24/02/16,121,7,20,6.05,167,2
58,JJ Bumrah,4,0,23,1,5.75,2,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,1,24/02/16,121,7,20,6.05,167,2
58,HH Pandya,4,0,23,1,5.75,2,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,1,24/02/16,121,7,20,6.05,167,2
58,R Ashwin,4,0,23,1,5.75,2,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,1,24/02/16,121,7,20,6.05,167,2
58,RA Jadeja,4,0,25,0,6.25,2,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,1,24/02/16,121,7,20,6.05,167,2
59,A Nehra,3,0,20,1,6.66,1,v Pakistan,Dhaka,85,5,15.3,5.48,84,2,1,27/02/16,83,10,17.3,4.74,NA,1
59,JJ Bumrah,3,2,8,1,2.66,1,v Pakistan,Dhaka,85,5,15.3,5.48,84,2,1,27/02/16,83,10,17.3,4.74,NA,1
59,HH Pandya,3.3,0,8,3,2.28,1,v Pakistan,Dhaka,85,5,15.3,5.48,84,2,1,27/02/16,83,10,17.3,4.74,NA,1
59,Yuvraj Singh,2,0,11,1,5.5,1,v Pakistan,Dhaka,85,5,15.3,5.48,84,2,1,27/02/16,83,10,17.3,4.74,NA,1
59,RA Jadeja,3,0,11,2,3.66,1,v Pakistan,Dhaka,85,5,15.3,5.48,84,2,1,27/02/16,83,10,17.3,4.74,NA,1
59,R Ashwin,3,0,21,0,7,1,v Pakistan,Dhaka,85,5,15.3,5.48,84,2,1,27/02/16,83,10,17.3,4.74,NA,1
60,A Nehra,4,0,23,1,5.75,1,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,2,1,01/03/16,138,9,20,6.9,NA,1
60,JJ Bumrah,4,0,27,2,6.75,1,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,2,1,01/03/16,138,9,20,6.9,NA,1
60,HH Pandya,4,0,26,2,6.5,1,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,2,1,01/03/16,138,9,20,6.9,NA,1
60,Yuvraj Singh,1,0,3,0,3,1,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,2,1,01/03/16,138,9,20,6.9,NA,1
60,RA Jadeja,2,0,19,0,9.5,1,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,2,1,01/03/16,138,9,20,6.9,NA,1
60,R Ashwin,4,0,26,2,6.5,1,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,2,1,01/03/16,138,9,20,6.9,NA,1
60,SK Raina,1,0,9,0,9,1,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,2,1,01/03/16,138,9,20,6.9,NA,1
61,B Kumar,4,2,8,2,2,1,v U.A.E.,Dhaka,82,1,10.1,8.06,82,2,1,03/03/16,81,9,20,4.05,NA,1
61,JJ Bumrah,4,0,23,1,5.75,1,v U.A.E.,Dhaka,82,1,10.1,8.06,82,2,1,03/03/16,81,9,20,4.05,NA,1
61,HH Pandya,3,1,11,1,3.66,1,v U.A.E.,Dhaka,82,1,10.1,8.06,82,2,1,03/03/16,81,9,20,4.05,NA,1
61,Harbhajan Singh,4,1,11,1,2.75,1,v U.A.E.,Dhaka,82,1,10.1,8.06,82,2,1,03/03/16,81,9,20,4.05,NA,1
61,P Negi,3,0,16,1,5.33,1,v U.A.E.,Dhaka,82,1,10.1,8.06,82,2,1,03/03/16,81,9,20,4.05,NA,1
61,Yuvraj Singh,2,0,10,1,5,1,v U.A.E.,Dhaka,82,1,10.1,8.06,82,2,1,03/03/16,81,9,20,4.05,NA,1
62,IK Pathan,3,0,18,0,6,2,v Australia,Melbourne,74,10,17.3,4.22,NA,1,0,01/02/08,75,1,11.2,6.61,75,2
62,S Sreesanth,3,0,25,0,8.33,2,v Australia,Melbourne,74,10,17.3,4.22,NA,1,0,01/02/08,75,1,11.2,6.61,75,2
62,P Kumar,2,0,15,1,7.5,2,v Australia,Melbourne,74,10,17.3,4.22,NA,1,0,01/02/08,75,1,11.2,6.61,75,2
62,I Sharma,1.2,0,8,0,6,2,v Australia,Melbourne,74,10,17.3,4.22,NA,1,0,01/02/08,75,1,11.2,6.61,75,2
62,Harbhajan Singh,2,0,7,0,3.5,2,v Australia,Melbourne,74,10,17.3,4.22,NA,1,0,01/02/08,75,1,11.2,6.61,75,2
63,R Ashwin,3,0,14,1,4.66,1,v Bangladesh,Dhaka,122,2,13.5,8.81,121,2,1,06/03/16,120,5,15,8,NA,1
63,A Nehra,3,0,33,1,11,1,v Bangladesh,Dhaka,122,2,13.5,8.81,121,2,1,06/03/16,120,5,15,8,NA,1
63,JJ Bumrah,3,0,13,1,4.33,1,v Bangladesh,Dhaka,122,2,13.5,8.81,121,2,1,06/03/16,120,5,15,8,NA,1
63,RA Jadeja,3,0,25,1,8.33,1,v Bangladesh,Dhaka,122,2,13.5,8.81,121,2,1,06/03/16,120,5,15,8,NA,1
63,HH Pandya,3,0,35,0,11.66,1,v Bangladesh,Dhaka,122,2,13.5,8.81,121,2,1,06/03/16,120,5,15,8,NA,1
64,R Ashwin,4,0,32,1,8,1,v New Zealand,Nagpur,79,10,18.1,4.34,127,2,0,15/03/16,126,7,20,6.3,NA,1
64,A Nehra,3,1,20,1,6.66,1,v New Zealand,Nagpur,79,10,18.1,4.34,127,2,0,15/03/16,126,7,20,6.3,NA,1
64,JJ Bumrah,4,0,15,1,3.75,1,v New Zealand,Nagpur,79,10,18.1,4.34,127,2,0,15/03/16,126,7,20,6.3,NA,1
64,SK Raina,4,0,16,1,4,1,v New Zealand,Nagpur,79,10,18.1,4.34,127,2,0,15/03/16,126,7,20,6.3,NA,1
64,RA Jadeja,4,0,26,1,6.5,1,v New Zealand,Nagpur,79,10,18.1,4.34,127,2,0,15/03/16,126,7,20,6.3,NA,1
64,HH Pandya,1,0,10,0,10,1,v New Zealand,Nagpur,79,10,18.1,4.34,127,2,0,15/03/16,126,7,20,6.3,NA,1
65,A Nehra,4,0,20,1,5,1,v Pakistan,Kolkata,119,4,15.5,7.51,119,2,1,19/03/16,118,5,18,6.55,NA,1
65,R Ashwin,3,0,12,0,4,1,v Pakistan,Kolkata,119,4,15.5,7.51,119,2,1,19/03/16,118,5,18,6.55,NA,1
