Match.Number,Bowler,Overs,Mdns,Runs,Wkts,Econ,Inns,Opposition,Ground,Score,Wickets.Lost,Team.Overs,RPO,Target,Bowl.Inns,Result,Date,Op.Score,Op.Wickets.Lost,Op.Overs,Op.RPO,Op.Target,Op.Inns
65,JJ Bumrah,4,0,32,1,8,1,v Pakistan,Kolkata,119,4,15.5,7.51,119,2,1,19/03/16,118,5,18,6.55,NA,1
65,RA Jadeja,4,0,20,1,5,1,v Pakistan,Kolkata,119,4,15.5,7.51,119,2,1,19/03/16,118,5,18,6.55,NA,1
65,SK Raina,1,0,4,1,4,1,v Pakistan,Kolkata,119,4,15.5,7.51,119,2,1,19/03/16,118,5,18,6.55,NA,1
65,HH Pandya,2,0,25,1,12.5,1,v Pakistan,Kolkata,119,4,15.5,7.51,119,2,1,19/03/16,118,5,18,6.55,NA,1
66,A Nehra,4,0,29,1,7.25,2,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,1,23/03/16,145,9,20,7.25,147,2
66,JJ Bumrah,4,0,32,0,8,2,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,1,23/03/16,145,9,20,7.25,147,2
66,R Ashwin,4,0,20,2,5,2,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,1,23/03/16,145,9,20,7.25,147,2
66,RA Jadeja,4,0,22,2,5.5,2,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,1,23/03/16,145,9,20,7.25,147,2
66,HH Pandya,3,0,29,2,9.66,2,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,1,23/03/16,145,9,20,7.25,147,2
66,SK Raina,1,0,9,1,9,2,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,1,23/03/16,145,9,20,7.25,147,2
67,A Nehra,4,0,20,1,5,1,v Australia,Mohali,161,4,19.1,8.4,161,2,1,27/03/16,160,6,20,8,NA,1
67,JJ Bumrah,4,0,32,1,8,1,v Australia,Mohali,161,4,19.1,8.4,161,2,1,27/03/16,160,6,20,8,NA,1
67,R Ashwin,2,0,31,1,15.5,1,v Australia,Mohali,161,4,19.1,8.4,161,2,1,27/03/16,160,6,20,8,NA,1
67,RA Jadeja,3,0,20,0,6.66,1,v Australia,Mohali,161,4,19.1,8.4,161,2,1,27/03/16,160,6,20,8,NA,1
67,Yuvraj Singh,3,0,19,1,6.33,1,v Australia,Mohali,161,4,19.1,8.4,161,2,1,27/03/16,160,6,20,8,NA,1
67,HH Pandya,4,0,36,2,9,1,v Australia,Mohali,161,4,19.1,8.4,161,2,1,27/03/16,160,6,20,8,NA,1
68,A Nehra,4,0,24,1,6,2,v West Indies,Mumbai,192,2,20,9.6,NA,1,0,31/03/16,196,3,19.4,9.96,193,2
68,JJ Bumrah,4,0,42,1,10.5,2,v West Indies,Mumbai,192,2,20,9.6,NA,1,0,31/03/16,196,3,19.4,9.96,193,2
68,RA Jadeja,4,0,48,0,12,2,v West Indies,Mumbai,192,2,20,9.6,NA,1,0,31/03/16,196,3,19.4,9.96,193,2
68,R Ashwin,2,0,20,0,10,2,v West Indies,Mumbai,192,2,20,9.6,NA,1,0,31/03/16,196,3,19.4,9.96,193,2
68,HH Pandya,4,0,43,0,10.75,2,v West Indies,Mumbai,192,2,20,9.6,NA,1,0,31/03/16,196,3,19.4,9.96,193,2
68,V Kohli,1.4,0,15,1,9,2,v West Indies,Mumbai,192,2,20,9.6,NA,1,0,31/03/16,196,3,19.4,9.96,193,2
69,Z Khan,4,0,34,0,8.5,1,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,2,1,10/02/09,171,4,20,8.55,NA,1
69,I Sharma,4,0,40,1,10,1,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,2,1,10/02/09,171,4,20,8.55,NA,1
69,IK Pathan,4,0,34,1,8.5,1,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,2,1,10/02/09,171,4,20,8.55,NA,1
69,YK Pathan,4,0,23,2,5.75,1,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,2,1,10/02/09,171,4,20,8.55,NA,1
69,RA Jadeja,4,0,29,0,7.25,1,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,2,1,10/02/09,171,4,20,8.55,NA,1
70,Z Khan,4,0,20,1,5,2,v New Zealand,Christchurch,162,8,20,8.1,NA,1,0,25/02/09,166,3,18.5,8.81,163,2
70,I Sharma,4,0,35,1,8.75,2,v New Zealand,Christchurch,162,8,20,8.1,NA,1,0,25/02/09,166,3,18.5,8.81,163,2
70,IK Pathan,3,0,38,0,12.66,2,v New Zealand,Christchurch,162,8,20,8.1,NA,1,0,25/02/09,166,3,18.5,8.81,163,2
70,Harbhajan Singh,4,0,19,1,4.75,2,v New Zealand,Christchurch,162,8,20,8.1,NA,1,0,25/02/09,166,3,18.5,8.81,163,2
70,YK Pathan,2.5,0,37,0,13.05,2,v New Zealand,Christchurch,162,8,20,8.1,NA,1,0,25/02/09,166,3,18.5,8.81,163,2
70,Yuvraj Singh,1,0,17,0,17,2,v New Zealand,Christchurch,162,8,20,8.1,NA,1,0,25/02/09,166,3,18.5,8.81,163,2
71,IK Pathan,4,0,41,2,10.25,2,v New Zealand,Wellington,149,6,20,7.45,NA,1,0,27/02/09,150,5,20,7.5,150,2
71,Z Khan,4,0,30,1,7.5,2,v New Zealand,Wellington,149,6,20,7.45,NA,1,0,27/02/09,150,5,20,7.5,150,2
71,I Sharma,2,0,19,0,9.5,2,v New Zealand,Wellington,149,6,20,7.45,NA,1,0,27/02/09,150,5,20,7.5,150,2
71,Harbhajan Singh,4,0,15,1,3.75,2,v New Zealand,Wellington,149,6,20,7.45,NA,1,0,27/02/09,150,5,20,7.5,150,2
71,RA Jadeja,4,0,21,0,5.25,2,v New Zealand,Wellington,149,6,20,7.45,NA,1,0,27/02/09,150,5,20,7.5,150,2
71,Yuvraj Singh,2,0,17,1,8.5,2,v New Zealand,Wellington,149,6,20,7.45,NA,1,0,27/02/09,150,5,20,7.5,150,2
72,Z Khan,3,0,26,1,8.66,2,v Bangladesh,Nottingham,180,5,20,9,NA,1,1,06/06/09,155,8,20,7.75,181,2
72,IK Pathan,2,0,20,0,10,2,v Bangladesh,Nottingham,180,5,20,9,NA,1,1,06/06/09,155,8,20,7.75,181,2
72,YK Pathan,3,0,26,1,8.66,2,v Bangladesh,Nottingham,180,5,20,9,NA,1,1,06/06/09,155,8,20,7.75,181,2
72,I Sharma,4,0,34,2,8.5,2,v Bangladesh,Nottingham,180,5,20,9,NA,1,1,06/06/09,155,8,20,7.75,181,2
72,Harbhajan Singh,4,0,25,0,6.25,2,v Bangladesh,Nottingham,180,5,20,9,NA,1,1,06/06/09,155,8,20,7.75,181,2
72,PP Ojha,4,0,21,4,5.25,2,v Bangladesh,Nottingham,180,5,20,9,NA,1,1,06/06/09,155,8,20,7.75,181,2
