Date,Match.Number,Batsman,Runs,Mins,BF,X4s,X6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Score,Wickets.Lost,Overs,RPO,Target,Result,Op.Score,Op.Wickets.Lost,Op.Overs,Op.RPO,Op.Target,Op.Inns
01/02/12,31,RA Jadeja,7,9,8,1,0,87.5,7,caught,2,v Australia,Sydney,140,6,20,7,172,0,171,4,20,8.55,NA,1
01/02/12,31,G Gambhir,20,27,14,3,0,142.85,1,caught,2,v Australia,Sydney,140,6,20,7,172,0,171,4,20,8.55,NA,1
03/02/12,32,G Gambhir,56,91,60,4,0,93.33,1,not out,2,v Australia,Melbourne,135,2,19.4,6.86,132,1,131,10,19.4,6.66,NA,1
03/02/12,32,V Sehwag,23,32,16,2,1,143.75,2,caught,2,v Australia,Melbourne,135,2,19.4,6.86,132,1,131,10,19.4,6.66,NA,1
03/02/12,32,MS Dhoni,21,26,18,2,0,116.66,4,not out,2,v Australia,Melbourne,135,2,19.4,6.86,132,1,131,10,19.4,6.66,NA,1
03/02/12,32,V Kohli,31,29,24,3,0,129.16,3,caught,2,v Australia,Melbourne,135,2,19.4,6.86,132,1,131,10,19.4,6.66,NA,1
30/03/12,33,RV Uthappa,18,36,19,1,0,94.73,1,not out,2,v South Africa,Johannesburg,71,0,7.5,9.06,83,0,219,4,20,10.95,NA,1
30/03/12,33,G Gambhir,49,36,28,7,1,175,2,not out,2,v South Africa,Johannesburg,71,0,7.5,9.06,83,0,219,4,20,10.95,NA,1
07/08/12,34,MS Dhoni,16,13,14,2,0,114.28,5,not out,1,v Sri Lanka,Pallekele,155,3,20,7.75,NA,1,116,10,18,6.44,156,2
07/08/12,34,G Gambhir,6,7,8,1,0,75,1,bowled,1,v Sri Lanka,Pallekele,155,3,20,7.75,NA,1,116,10,18,6.44,156,2
07/08/12,34,SK Raina,34,43,25,3,1,136,4,not out,1,v Sri Lanka,Pallekele,155,3,20,7.75,NA,1,116,10,18,6.44,156,2
07/08/12,34,AM Rahane,21,46,25,0,1,84,2,caught,1,v Sri Lanka,Pallekele,155,3,20,7.75,NA,1,116,10,18,6.44,156,2
07/08/12,34,V Kohli,68,65,48,11,1,141.66,3,caught,1,v Sri Lanka,Pallekele,155,3,20,7.75,NA,1,116,10,18,6.44,156,2
11/09/12,35,RG Sharma,4,2,2,0,0,200,6,not out,2,v New Zealand,Chennai,166,4,20,8.3,168,0,167,5,20,8.35,NA,1
11/09/12,35,V Kohli,70,67,41,10,1,170.73,2,caught,2,v New Zealand,Chennai,166,4,20,8.3,168,0,167,5,20,8.35,NA,1
11/09/12,35,SK Raina,27,31,22,2,1,122.72,3,caught,2,v New Zealand,Chennai,166,4,20,8.3,168,0,167,5,20,8.35,NA,1
11/09/12,35,Yuvraj Singh,34,49,26,1,2,130.76,4,bowled,2,v New Zealand,Chennai,166,4,20,8.3,168,0,167,5,20,8.35,NA,1
11/09/12,35,G Gambhir,3,12,6,0,0,50,1,caught,2,v New Zealand,Chennai,166,4,20,8.3,168,0,167,5,20,8.35,NA,1
11/09/12,35,MS Dhoni,22,31,23,2,0,95.65,5,not out,2,v New Zealand,Chennai,166,4,20,8.3,168,0,167,5,20,8.35,NA,1
19/09/12,36,V Kohli,50,60,39,4,2,128.2,3,caught,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,2
19/09/12,36,RG Sharma,1,2,1,0,0,100,7,not out,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,2
19/09/12,36,Yuvraj Singh,18,26,20,0,1,90,4,caught,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,2
19/09/12,36,V Sehwag,8,25,10,1,0,80,2,caught,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,2
19/09/12,36,SK Raina,38,42,33,6,0,115.15,5,bowled,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,2
19/09/12,36,G Gambhir,10,14,8,1,0,125,1,bowled,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,2
19/09/12,36,MS Dhoni,18,21,9,2,1,200,6,not out,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,2
23/09/12,37,RG Sharma,55,48,33,5,1,166.66,4,not out,1,v England,Colombo (RPS),170,4,20,8.5,NA,1,80,10,14.4,5.45,171,2
23/09/12,37,SK Raina,1,2,1,0,0,100,6,not out,1,v England,Colombo (RPS),170,4,20,8.5,NA,1,80,10,14.4,5.45,171,2
23/09/12,37,MS Dhoni,9,23,8,1,0,112.5,5,caught,1,v England,Colombo (RPS),170,4,20,8.5,NA,1,80,10,14.4,5.45,171,2
23/09/12,37,V Kohli,40,33,32,6,0,125,3,caught,1,v England,Colombo (RPS),170,4,20,8.5,NA,1,80,10,14.4,5.45,171,2
23/09/12,37,G Gambhir,45,70,38,5,0,118.42,1,caught,1,v England,Colombo (RPS),170,4,20,8.5,NA,1,80,10,14.4,5.45,171,2
28/09/12,38,V Kohli,15,18,13,2,0,115.38,3,caught,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,2
28/09/12,38,RG Sharma,1,5,2,0,0,50,5,bowled,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,2
28/09/12,38,Yuvraj Singh,8,11,10,1,0,80,4,caught,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,2
28/09/12,38,Harbhajan Singh,1,2,1,0,0,100,9,not out,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,2
28/09/12,38,G Gambhir,17,12,12,3,0,141.66,1,run out,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,2
28/09/12,38,R Ashwin,16,18,12,1,1,133.33,8,not out,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,2
28/09/12,38,MS Dhoni,15,21,21,2,0,71.42,7,caught,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,2
28/09/12,38,SK Raina,26,40,19,4,0,136.84,6,caught,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,2
30/09/12,39,V Sehwag,29,38,24,4,0,120.83,2,caught,2,v Pakistan,Colombo (RPS),129,2,17,7.58,129,1,128,10,19.4,6.5,NA,1
30/09/12,39,Yuvraj Singh,19,24,16,2,0,118.75,4,not out,2,v Pakistan,Colombo (RPS),129,2,17,7.58,129,1,128,10,19.4,6.5,NA,1
30/09/12,39,V Kohli,78,61,61,8,2,127.86,3,not out,2,v Pakistan,Colombo (RPS),129,2,17,7.58,129,1,128,10,19.4,6.5,NA,1
30/09/12,39,G Gambhir,0,2,2,0,0,0,1,caught,2,v Pakistan,Colombo (RPS),129,2,17,7.58,129,1,128,10,19.4,6.5,NA,1
02/10/12,40,MS Dhoni,23,20,13,3,0,176.92,7,not out,1,v South Africa,Colombo (RPS),152,6,20,7.6,NA,1,151,10,19.5,7.61,153,2
02/10/12,40,Yuvraj Singh,21,18,15,1,2,140,5,bowled,1,v South Africa,Colombo (RPS),152,6,20,7.6,NA,1,151,10,19.5,7.61,153,2
02/10/12,40,G Gambhir,8,15,12,1,0,66.66,1,bowled,1,v South Africa,Colombo (RPS),152,6,20,7.6,NA,1,151,10,19.5,7.61,153,2
02/10/12,40,V Sehwag,17,25,14,1,1,121.42,2,bowled,1,v South Africa,Colombo (RPS),152,6,20,7.6,NA,1,151,10,19.5,7.61,153,2
02/10/12,40,V Kohli,2,5,6,0,0,33.33,3,caught,1,v South Africa,Colombo (RPS),152,6,20,7.6,NA,1,151,10,19.5,7.61,153,2
02/10/12,40,SK Raina,45,45,34,5,0,132.35,6,run out,1,v South Africa,Colombo (RPS),152,6,20,7.6,NA,1,151,10,19.5,7.61,153,2
02/10/12,40,RG Sharma,25,48,27,2,0,92.59,4,lbw,1,v South Africa,Colombo (RPS),152,6,20,7.6,NA,1,151,10,19.5,7.61,153,2
20/12/12,41,SK Raina,26,36,19,1,1,136.84,5,run out,2,v England,Pune,158,5,17.5,8.85,158,1,157,6,20,7.85,NA,1
20/12/12,41,G Gambhir,16,23,16,3,0,100,1,caught,2,v England,Pune,158,5,17.5,8.85,158,1,157,6,20,7.85,NA,1
20/12/12,41,V Kohli,21,35,17,2,0,123.52,3,bowled,2,v England,Pune,158,5,17.5,8.85,158,1,157,6,20,7.85,NA,1
20/12/12,41,MS Dhoni,24,29,21,2,0,114.28,6,not out,2,v England,Pune,158,5,17.5,8.85,158,1,157,6,20,7.85,NA,1
20/12/12,41,AM Rahane,19,25,13,0,2,146.15,2,caught,2,v England,Pune,158,5,17.5,8.85,158,1,157,6,20,7.85,NA,1
20/12/12,41,Yuvraj Singh,38,21,21,2,3,180.95,4,caught,2,v England,Pune,158,5,17.5,8.85,158,1,157,6,20,7.85,NA,1
20/12/12,41,RA Jadeja,0,3,0,0,0,NA,7,not out,2,v England,Pune,158,5,17.5,8.85,158,1,157,6,20,7.85,NA,1
22/12/12,42,SK Raina,35,50,24,3,1,145.83,6,not out,1,v England,Mumbai,177,8,20,8.85,NA,0,181,4,20,9.05,178,2
22/12/12,42,RG Sharma,24,28,19,1,1,126.31,5,bowled,1,v England,Mumbai,177,8,20,8.85,NA,0,181,4,20,9.05,178,2
22/12/12,42,MS Dhoni,38,23,18,3,2,211.11,7,caught,1,v England,Mumbai,177,8,20,8.85,NA,0,181,4,20,9.05,178,2
22/12/12,42,Yuvraj Singh,4,6,5,0,0,80,4,caught,1,v England,Mumbai,177,8,20,8.85,NA,0,181,4,20,9.05,178,2
22/12/12,42,V Kohli,38,25,20,7,0,190,3,lbw,1,v England,Mumbai,177,8,20,8.85,NA,0,181,4,20,9.05,178,2
22/12/12,42,R Ashwin,1,5,3,0,0,33.33,8,caught,1,v England,Mumbai,177,8,20,8.85,NA,0,181,4,20,9.05,178,2
22/12/12,42,G Gambhir,17,52,27,1,0,62.96,1,caught,1,v England,Mumbai,177,8,20,8.85,NA,0,181,4,20,9.05,178,2
22/12/12,42,AM Rahane,3,8,5,0,0,60,2,caught,1,v England,Mumbai,177,8,20,8.85,NA,0,181,4,20,9.05,178,2
25/12/12,43,SK Raina,10,11,9,1,0,111.11,6,bowled,1,v Pakistan,Bangalore,133,9,20,6.65,NA,0,134,5,19.4,6.81,134,2
25/12/12,43,V Kohli,9,15,11,1,0,81.81,3,caught,1,v Pakistan,Bangalore,133,9,20,6.65,NA,0,134,5,19.4,6.81,134,2
25/12/12,43,RG Sharma,2,8,2,0,0,100,7,run out,1,v Pakistan,Bangalore,133,9,20,6.65,NA,0,134,5,19.4,6.81,134,2
25/12/12,43,AM Rahane,42,43,31,5,1,135.48,2,caught,1,v Pakistan,Bangalore,133,9,20,6.65,NA,0,134,5,19.4,6.81,134,2
25/12/12,43,Yuvraj Singh,10,21,9,0,1,111.11,4,caught,1,v Pakistan,Bangalore,133,9,20,6.65,NA,0,134,5,19.4,6.81,134,2
25/12/12,43,G Gambhir,43,56,41,2,1,104.87,1,run out,1,v Pakistan,Bangalore,133,9,20,6.65,NA,0,134,5,19.4,6.81,134,2
25/12/12,43,MS Dhoni,1,7,2,0,0,50,5,bowled,1,v Pakistan,Bangalore,133,9,20,6.65,NA,0,134,5,19.4,6.81,134,2
25/12/12,43,RA Jadeja,2,4,4,0,0,50,8,caught,1,v Pakistan,Bangalore,133,9,20,6.65,NA,0,134,5,19.4,6.81,134,2
28/12/12,44,V Kohli,27,31,22,3,0,122.72,3,run out,1,v Pakistan,Ahmedabad,192,5,20,9.6,NA,1,181,7,20,9.05,193,2
28/12/12,44,RG Sharma,4,1,2,1,0,200,7,not out,1,v Pakistan,Ahmedabad,192,5,20,9.6,NA,1,181,7,20,9.05,193,2
28/12/12,44,SK Raina,1,4,1,0,0,100,6,not out,1,v Pakistan,Ahmedabad,192,5,20,9.6,NA,1,181,7,20,9.05,193,2
28/12/12,44,AM Rahane,28,31,26,4,0,107.69,2,caught,1,v Pakistan,Ahmedabad,192,5,20,9.6,NA,1,181,7,20,9.05,193,2
28/12/12,44,MS Dhoni,33,39,23,4,0,143.47,5,bowled,1,v Pakistan,Ahmedabad,192,5,20,9.6,NA,1,181,7,20,9.05,193,2
28/12/12,44,G Gambhir,21,22,11,4,0,190.9,1,lbw,1,v Pakistan,Ahmedabad,192,5,20,9.6,NA,1,181,7,20,9.05,193,2
28/12/12,44,Yuvraj Singh,72,59,36,4,7,200,4,caught,1,v Pakistan,Ahmedabad,192,5,20,9.6,NA,1,181,7,20,9.05,193,2
10/10/13,45,SK Raina,19,17,13,2,1,146.15,3,caught,2,v Australia,Rajkot,202,4,19.4,10.27,202,1,201,7,20,10.05,NA,1
10/10/13,45,S Dhawan,32,40,19,5,0,168.42,2,stumped,2,v Australia,Rajkot,202,4,19.4,10.27,202,1,201,7,20,10.05,NA,1
10/10/13,45,RG Sharma,8,8,8,0,1,100,1,caught,2,v Australia,Rajkot,202,4,19.4,10.27,202,1,201,7,20,10.05,NA,1
10/10/13,45,Yuvraj Singh,77,57,35,8,5,220,5,not out,2,v Australia,Rajkot,202,4,19.4,10.27,202,1,201,7,20,10.05,NA,1
10/10/13,45,MS Dhoni,24,44,21,2,0,114.28,6,not out,2,v Australia,Rajkot,202,4,19.4,10.27,202,1,201,7,20,10.05,NA,1
10/10/13,45,V Kohli,29,26,22,2,1,131.81,4,caught,2,v Australia,Rajkot,202,4,19.4,10.27,202,1,201,7,20,10.05,NA,1
21/03/14,46,SK Raina,35,34,28,4,1,125,5,not out,2,v Pakistan,Dhaka,131,3,18.3,7.08,131,1,130,7,20,6.5,NA,1
21/03/14,46,Yuvraj Singh,1,3,2,0,0,50,4,bowled,2,v Pakistan,Dhaka,131,3,18.3,7.08,131,1,130,7,20,6.5,NA,1
21/03/14,46,S Dhawan,30,35,28,5,0,107.14,2,caught,2,v Pakistan,Dhaka,131,3,18.3,7.08,131,1,130,7,20,6.5,NA,1
21/03/14,46,RG Sharma,24,41,21,1,2,114.28,1,bowled,2,v Pakistan,Dhaka,131,3,18.3,7.08,131,1,130,7,20,6.5,NA,1
21/03/14,46,V Kohli,36,45,32,4,1,112.5,3,not out,2,v Pakistan,Dhaka,131,3,18.3,7.08,131,1,130,7,20,6.5,NA,1
23/03/14,47,Yuvraj Singh,10,19,19,1,0,52.63,4,caught,2,v West Indies,Dhaka,130,3,19.4,6.61,130,1,129,7,20,6.45,NA,1
23/03/14,47,V Kohli,54,51,41,5,1,131.7,3,bowled,2,v West Indies,Dhaka,130,3,19.4,6.61,130,1,129,7,20,6.45,NA,1
23/03/14,47,SK Raina,1,2,1,0,0,100,5,not out,2,v West Indies,Dhaka,130,3,19.4,6.61,130,1,129,7,20,6.45,NA,1
23/03/14,47,S Dhawan,0,10,3,0,0,0,2,lbw,2,v West Indies,Dhaka,130,3,19.4,6.61,130,1,129,7,20,6.45,NA,1
23/03/14,47,RG Sharma,62,83,55,5,2,112.72,1,not out,2,v West Indies,Dhaka,130,3,19.4,6.61,130,1,129,7,20,6.45,NA,1
28/03/14,48,MS Dhoni,22,16,12,1,2,183.33,4,not out,2,v Bangladesh,Dhaka,141,2,18.3,7.62,139,1,138,7,20,6.9,NA,1
28/03/14,48,S Dhawan,1,11,6,0,0,16.66,2,bowled,2,v Bangladesh,Dhaka,141,2,18.3,7.62,139,1,138,7,20,6.9,NA,1
28/03/14,48,RG Sharma,56,60,44,5,1,127.27,1,caught,2,v Bangladesh,Dhaka,141,2,18.3,7.62,139,1,138,7,20,6.9,NA,1
28/03/14,48,V Kohli,57,66,50,3,1,114,3,not out,2,v Bangladesh,Dhaka,141,2,18.3,7.62,139,1,138,7,20,6.9,NA,1
30/03/14,49,AM Rahane,19,34,16,2,0,118.75,2,caught,1,v Australia,Dhaka,159,7,20,7.95,NA,1,86,10,16.2,5.26,160,2
30/03/14,49,V Kohli,23,23,22,2,1,104.54,3,caught,1,v Australia,Dhaka,159,7,20,7.95,NA,1,86,10,16.2,5.26,160,2
30/03/14,49,RA Jadeja,3,9,3,0,0,100,7,run out,1,v Australia,Dhaka,159,7,20,7.95,NA,1,86,10,16.2,5.26,160,2
30/03/14,49,MS Dhoni,24,36,20,1,1,120,6,bowled,1,v Australia,Dhaka,159,7,20,7.95,NA,1,86,10,16.2,5.26,160,2
30/03/14,49,SK Raina,6,11,10,0,0,60,5,caught,1,v Australia,Dhaka,159,7,20,7.95,NA,1,86,10,16.2,5.26,160,2
30/03/14,49,Yuvraj Singh,60,61,43,5,4,139.53,4,caught,1,v Australia,Dhaka,159,7,20,7.95,NA,1,86,10,16.2,5.26,160,2
30/03/14,49,R Ashwin,2,5,3,0,0,66.66,8,not out,1,v Australia,Dhaka,159,7,20,7.95,NA,1,86,10,16.2,5.26,160,2
30/03/14,49,RG Sharma,5,1,3,1,0,166.66,1,caught,1,v Australia,Dhaka,159,7,20,7.95,NA,1,86,10,16.2,5.26,160,2
04/04/14,50,Yuvraj Singh,18,24,17,2,0,105.88,4,caught,2,v South Africa,Dhaka,176,4,19.1,9.18,173,1,172,4,20,8.6,NA,1
04/04/14,50,RG Sharma,24,17,13,4,1,184.61,1,caught,2,v South Africa,Dhaka,176,4,19.1,9.18,173,1,172,4,20,8.6,NA,1
04/04/14,50,AM Rahane,32,41,30,2,1,106.66,2,caught,2,v South Africa,Dhaka,176,4,19.1,9.18,173,1,172,4,20,8.6,NA,1
04/04/14,50,V Kohli,72,67,44,5,2,163.63,3,not out,2,v South Africa,Dhaka,176,4,19.1,9.18,173,1,172,4,20,8.6,NA,1
04/04/14,50,SK Raina,21,15,10,3,1,210,5,caught,2,v South Africa,Dhaka,176,4,19.1,9.18,173,1,172,4,20,8.6,NA,1
04/04/14,50,MS Dhoni,0,3,1,0,0,0,6,not out,2,v South Africa,Dhaka,176,4,19.1,9.18,173,1,172,4,20,8.6,NA,1
06/04/14,51,Yuvraj Singh,11,30,21,0,0,52.38,4,caught,1,v Sri Lanka,Dhaka,130,4,20,6.5,NA,0,134,4,17.5,7.51,131,2
06/04/14,51,AM Rahane,3,6,8,0,0,37.5,2,bowled,1,v Sri Lanka,Dhaka,130,4,20,6.5,NA,0,134,4,17.5,7.51,131,2
06/04/14,51,MS Dhoni,4,10,7,0,0,57.14,5,not out,1,v Sri Lanka,Dhaka,130,4,20,6.5,NA,0,134,4,17.5,7.51,131,2
06/04/14,51,RG Sharma,29,41,26,3,0,111.53,1,caught,1,v Sri Lanka,Dhaka,130,4,20,6.5,NA,0,134,4,17.5,7.51,131,2
06/04/14,51,V Kohli,77,75,58,5,4,132.75,3,run out,1,v Sri Lanka,Dhaka,130,4,20,6.5,NA,0,134,4,17.5,7.51,131,2
07/09/14,52,RA Jadeja,7,8,4,1,0,175,6,run out,2,v England,Birmingham,177,5,20,8.85,181,0,180,7,20,9,NA,1
07/09/14,52,AM Rahane,8,6,4,0,1,200,1,bowled,2,v England,Birmingham,177,5,20,8.85,181,0,180,7,20,9,NA,1
07/09/14,52,V Kohli,66,54,41,9,1,160.97,3,caught,2,v England,Birmingham,177,5,20,8.85,181,0,180,7,20,9,NA,1
07/09/14,52,MS Dhoni,27,35,18,2,1,150,5,not out,2,v England,Birmingham,177,5,20,8.85,181,0,180,7,20,9,NA,1
07/09/14,52,S Dhawan,33,40,28,2,2,117.85,2,bowled,2,v England,Birmingham,177,5,20,8.85,181,0,180,7,20,9,NA,1
07/09/14,52,SK Raina,25,32,20,1,1,125,4,bowled,2,v England,Birmingham,177,5,20,8.85,181,0,180,7,20,9,NA,1
17/07/15,53,AM Rahane,33,44,32,2,0,103.12,1,caught,1,v Zimbabwe,Harare,178,5,20,8.9,NA,1,124,7,20,6.2,179,2
17/07/15,53,MK Pandey,19,23,19,1,1,100,4,caught,1,v Zimbabwe,Harare,178,5,20,8.9,NA,1,124,7,20,6.2,179,2
17/07/15,53,RV Uthappa,39,57,35,2,0,111.42,3,not out,1,v Zimbabwe,Harare,178,5,20,8.9,NA,1,124,7,20,6.2,179,2
17/07/15,53,M Vijay,34,35,19,5,1,178.94,2,run out,1,v Zimbabwe,Harare,178,5,20,8.9,NA,1,124,7,20,6.2,179,2
17/07/15,53,Harbhajan Singh,8,3,3,1,0,266.66,7,not out,1,v Zimbabwe,Harare,178,5,20,8.9,NA,1,124,7,20,6.2,179,2
19/07/15,54,AM Rahane,4,NA,3,1,0,133.33,1,run out,2,v Zimbabwe,Harare,135,9,20,6.75,146,0,145,7,20,7.25,NA,1
19/07/15,54,MK Pandey,0,NA,3,0,0,0,4,lbw,2,v Zimbabwe,Harare,135,9,20,6.75,146,0,145,7,20,7.25,NA,1
19/07/15,54,RV Uthappa,42,NA,25,9,0,168,3,caught,2,v Zimbabwe,Harare,135,9,20,6.75,146,0,145,7,20,7.25,NA,1
19/07/15,54,M Vijay,13,NA,11,0,1,118.18,2,bowled,2,v Zimbabwe,Harare,135,9,20,6.75,146,0,145,7,20,7.25,NA,1
02/10/15,55,SK Raina,14,16,8,0,2,175,4,lbw,1,v South Africa,Dharamsala,199,5,20,9.95,NA,0,200,3,19.4,10.16,200,2
02/10/15,55,V Kohli,43,58,27,1,3,159.25,3,caught,1,v South Africa,Dharamsala,199,5,20,9.95,NA,0,200,3,19.4,10.16,200,2
02/10/15,55,MS Dhoni,20,22,12,2,1,166.66,5,not out,1,v South Africa,Dharamsala,199,5,20,9.95,NA,0,200,3,19.4,10.16,200,2
02/10/15,55,S Dhawan,3,16,4,0,0,75,2,run out,1,v South Africa,Dharamsala,199,5,20,9.95,NA,0,200,3,19.4,10.16,200,2
02/10/15,55,RG Sharma,106,79,66,12,5,160.6,1,caught,1,v South Africa,Dharamsala,199,5,20,9.95,NA,0,200,3,19.4,10.16,200,2
05/10/15,56,Harbhajan Singh,0,1,1,0,0,0,8,bowled,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,2
05/10/15,56,S Dhawan,11,19,12,2,0,91.66,2,lbw,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,2
05/10/15,56,SK Raina,22,46,24,3,0,91.66,4,caught,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,2
05/10/15,56,MS Dhoni,5,20,8,0,0,62.5,6,caught,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,2
05/10/15,56,RG Sharma,22,40,24,2,0,91.66,1,run out,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,2
05/10/15,56,V Kohli,1,3,1,0,0,100,3,run out,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,2
05/10/15,56,R Ashwin,11,24,15,1,0,73.33,9,bowled,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,2
26/01/16,57,MS Dhoni,11,3,3,1,1,366.66,5,not out,1,v Australia,Adelaide,188,3,20,9.4,NA,1,151,10,19.3,7.74,189,2
26/01/16,57,RG Sharma,31,21,20,4,1,155,1,caught,1,v Australia,Adelaide,188,3,20,9.4,NA,1,151,10,19.3,7.74,189,2
26/01/16,57,S Dhawan,5,24,8,0,0,62.5,2,caught,1,v Australia,Adelaide,188,3,20,9.4,NA,1,151,10,19.3,7.74,189,2
26/01/16,57,SK Raina,41,63,34,3,1,120.58,4,bowled,1,v Australia,Adelaide,188,3,20,9.4,NA,1,151,10,19.3,7.74,189,2
26/01/16,57,V Kohli,90,71,55,9,2,163.63,3,not out,1,v Australia,Adelaide,188,3,20,9.4,NA,1,151,10,19.3,7.74,189,2
29/01/16,58,MS Dhoni,14,18,9,2,0,155.55,4,caught,1,v Australia,Melbourne,184,3,20,9.2,NA,1,157,8,20,7.85,185,2
29/01/16,58,V Kohli,59,44,33,7,1,178.78,3,not out,1,v Australia,Melbourne,184,3,20,9.2,NA,1,157,8,20,7.85,185,2
29/01/16,58,SK Raina,0,1,0,0,0,NA,5,not out,1,v Australia,Melbourne,184,3,20,9.2,NA,1,157,8,20,7.85,185,2
29/01/16,58,RG Sharma,60,69,47,5,2,127.65,1,run out,1,v Australia,Melbourne,184,3,20,9.2,NA,1,157,8,20,7.85,185,2
29/01/16,58,S Dhawan,42,46,32,3,2,131.25,2,caught,1,v Australia,Melbourne,184,3,20,9.2,NA,1,157,8,20,7.85,185,2
31/01/16,59,V Kohli,50,49,36,2,1,138.88,3,bowled,2,v Australia,Sydney,200,3,20,10,198,1,197,5,20,9.85,NA,1
31/01/16,59,S Dhawan,26,18,9,4,1,288.88,2,caught,2,v Australia,Sydney,200,3,20,10,198,1,197,5,20,9.85,NA,1
31/01/16,59,SK Raina,49,38,25,6,1,196,4,not out,2,v Australia,Sydney,200,3,20,10,198,1,197,5,20,9.85,NA,1
31/01/16,59,Yuvraj Singh,15,28,12,1,1,125,5,not out,2,v Australia,Sydney,200,3,20,10,198,1,197,5,20,9.85,NA,1
31/01/16,59,RG Sharma,52,57,38,5,1,136.84,1,caught,2,v Australia,Sydney,200,3,20,10,198,1,197,5,20,9.85,NA,1
09/02/16,60,MS Dhoni,2,2,2,0,0,100,6,caught,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,2
09/02/16,60,SK Raina,20,33,20,1,1,100,4,bowled,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,2
09/02/16,60,Yuvraj Singh,10,22,14,0,1,71.42,5,caught,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,2
09/02/16,60,S Dhawan,9,25,13,0,1,69.23,2,caught,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,2
09/02/16,60,RG Sharma,0,2,2,0,0,0,1,caught,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,2
09/02/16,60,R Ashwin,31,33,24,5,0,129.16,9,not out,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,2
09/02/16,60,HH Pandya,2,10,6,0,0,33.33,7,lbw,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,2
09/02/16,60,RA Jadeja,6,15,9,0,0,66.66,8,lbw,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,2
09/02/16,60,AM Rahane,4,3,4,1,0,100,3,caught,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,2
12/02/16,61,HH Pandya,27,NA,12,1,2,225,5,caught,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,2
12/02/16,61,RG Sharma,43,NA,36,2,1,119.44,1,caught,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,2
12/02/16,61,SK Raina,30,NA,19,5,0,157.89,4,caught,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,2
12/02/16,61,MS Dhoni,9,NA,5,1,0,180,6,not out,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,2
12/02/16,61,AM Rahane,25,NA,21,3,0,119.04,3,caught,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,2
12/02/16,61,S Dhawan,51,NA,25,7,2,204,2,caught,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,2
